4 500 79 
500 500 500 500 
36 735 60 775
37 1012 20 1049
55 421 67 482
73 717 18 790
63 967 68 1033
43 793 19 838
13 555 58 595
12 1025 45 1101
52 554 44 596
71 826 53 868
12 742 33 802
76 447 7 470
45 884 67 952
72 1048 64 1135
65 1026 53 1075
12 534 25 609
46 1032 56 1066
34 654 45 685
68 745 69 826
77 1076 4 1117
63 765 73 855
16 518 51 587
77 857 35 923
54 789 19 825
46 507 9 547
51 768 47 821
63 980 7 1021
30 840 58 878
65 461 58 532
68 1065 7 1150
70 551 8 637
8 456 62 529
27 435 36 461
4 1036 41 1097
37 557 59 591
40 794 47 839
65 451 17 503
58 450 19 509
55 871 53 903
12 952 73 1004
75 591 19 630
39 1022 72 1087
14 470 33 506
39 643 55 694
73 852 29 911
39 455 33 479
45 493 26 533
50 695 23 741
23 967 60 1043
32 451 63 506
20 866 29 921
18 1077 72 1160
29 634 27 684
43 737 20 770
69 997 48 1025
25 426 41 474
30 563 69 627
72 969 33 1022
10 658 54 730
71 464 26 510
49 970 6 1030
44 455 71 514
20 718 11 762
15 511 38 557
74 833 22 911
21 1054 19 1118
9 957 35 1033
43 427 29 474
40 1031 44 1061
48 737 54 795
38 926 35 996
39 447 38 519
73 1050 77 1082
36 872 26 927
51 823 65 902
23 453 26 474
36 591 29 650
16 1027 74 1080
11 1048 18 1099
5 901 73 959
34 774 7 822
39 1028 47 1060
63 1028 33 1076
13 1069 48 1111
16 819 58 864
26 433 67 474
61 852 14 905
55 920 33 951
16 619 66 683
32 426 61 468
66 481 69 539
22 894 7 960
57 832 54 862
23 433 21 478
56 463 48 537
13 1035 55 1072
47 584 32 629
71 526 50 600
68 681 38 729
52 680 47 730
76 619 14 688
69 944 20 1012
34 1022 55 1070
42 878 15 939
77 498 42 544
46 1075 78 1119
78 856 25 941
34 562 38 612
27 753 54 806
34 756 65 809
14 936 20 1012
9 808 56 887
15 807 68 888
33 425 58 485
78 1060 21 1112
58 501 8 546
41 798 77 870
16 534 56 589
9 838 27 878
52 976 26 1036
43 456 60 500
28 1010 64 1064
66 427 61 457
32 1027 48 1091
68 793 58 854
4 752 17 822
33 809 19 842
72 931 8 956
46 787 55 806
75 1063 57 1096
43 897 37 941
14 616 76 686
49 592 22 625
42 680 15 714
48 827 78 875
11 915 72 967
73 444 53 495
64 541 16 592
64 806 18 865
43 1079 63 1133
23 479 58 555
7 1024 43 1057
18 754 53 800
24 653 4 711
58 723 59 776
10 946 36 1025
77 816 16 866
61 449 27 489
18 523 11 595
14 452 4 546
37 716 63 774
75 477 39 507
15 642 13 681
10 668 51 739
56 997 12 1034
7 901 28 946
56 492 7 551
77 691 56 738
17 1040 74 1122
12 748 64 785
9 985 18 1043
10 911 51 989
4 464 56 500
12 744 73 804
8 596 64 676
68 879 26 953
51 479 22 551
62 677 76 772
22 428 30 472
74 716 37 789
48 1018 32 1089
22 731 36 762
10 563 4 623
31 449 40 480
23 448 10 502
59 891 53 935
5 706 70 768
23 913 46 985
56 626 47 695
67 1052 69 1092
30 617 33 678
28 420 63 496
28 878 26 945
25 945 21 1025
14 670 37 725
31 609 56 688
52 983 66 1042
40 433 7 476
7 581 70 642
76 860 6 898
46 546 26 591
64 472 38 528
21 948 19 1003
52 675 20 702
11 853 75 899
61 1023 50 1061
31 475 51 542
74 471 59 508
40 818 51 884
78 431 18 494
39 393 39 593
17 376 17 674
13 1079 13 1332
61 526 61 716
9 606 9 848
69 788 69 980
50 1068 50 1252
33 399 33 681
38 1065 38 1304
61 934 61 1231
46 644 46 862
43 837 43 1111
23 1039 23 1269
