4 500 79 
500 500 500 500 
44 564 61 639
47 792 69 876
33 1046 49 1113
27 890 43 954
38 1050 9 1095
16 774 58 843
11 659 33 683
60 913 21 946
17 981 68 1022
33 676 66 729
8 431 22 501
9 557 10 648
76 420 12 468
14 583 68 674
41 521 23 592
55 694 14 745
60 423 33 491
38 751 53 814
47 1035 51 1134
51 853 21 924
33 1066 22 1097
70 933 42 1023
55 802 40 855
44 944 14 1020
26 963 16 1018
9 903 30 959
59 907 51 961
10 983 52 1038
74 431 20 488
9 538 46 583
47 494 77 540
30 778 35 843
20 448 48 484
16 574 71 647
59 636 5 688
58 420 77 480
37 906 24 944
47 1014 49 1040
14 597 11 654
65 665 52 704
61 573 46 640
41 1011 39 1097
64 468 15 521
4 905 22 965
37 507 76 540
52 961 50 1016
14 1077 16 1130
28 711 6 771
6 989 72 1022
20 423 13 458
54 949 41 994
63 773 21 807
76 1006 36 1063
41 690 31 722
20 1046 6 1108
64 479 14 522
77 421 73 483
57 1029 43 1089
40 552 65 592
19 928 51 1000
11 709 66 763
32 717 41 765
20 904 34 946
15 703 19 765
66 1007 6 1056
8 1013 70 1040
22 430 11 445
30 722 8 754
50 897 36 923
17 441 60 476
36 1059 34 1144
61 844 64 873
74 1075 54 1116
45 525 7 609
51 1042 26 1091
8 721 57 769
71 837 63 908
57 625 21 691
27 821 6 910
5 854 19 917
7 445 6 487
23 441 64 474
14 556 25 607
26 885 14 971
48 972 53 1018
61 1070 9 1149
63 819 7 890
16 890 57 918
23 712 76 783
32 793 19 839
13 778 78 797
46 442 71 494
5 550 73 585
42 914 9 994
60 455 32 541
24 810 76 862
54 420 11 462
47 949 25 1030
64 1057 44 1103
13 683 25 761
29 487 44 576
11 793 6 842
14 550 4 651
66 590 5 643
31 440 23 487
44 832 72 930
47 760 66 827
37 808 50 849
52 449 53 475
70 471 10 534
4 474 58 523
21 894 15 962
23 477 64 522
14 1050 60 1125
36 448 60 511
43 995 15 1032
37 599 49 653
10 917 29 930
20 1071 40 1127
69 710 71 772
14 436 9 505
29 1076 17 1133
53 764 47 799
35 991 59 1041
25 895 39 944
66 556 47 627
41 732 10 805
33 453 60 530
63 534 7 619
73 569 33 609
46 1033 14 1053
7 821 57 852
42 777 33 800
62 646 43 687
43 564 39 633
57 451 18 534
75 840 13 886
37 763 9 817
21 744 16 806
63 800 34 855
53 833 55 884
10 890 65 965
78 697 52 736
74 1006 30 1028
25 628 37 673
11 1008 32 1075
42 882 48 925
5 736 69 795
49 545 35 599
21 761 4 817
65 1065 15 1102
26 1052 51 1106
11 986 9 1054
55 444 49 494
7 707 41 766
10 459 40 536
58 451 70 476
14 1009 8 1094
36 729 21 796
13 1070 75 1127
25 1076 67 1145
33 897 19 968
72 925 37 975
26 540 41 571
58 583 72 677
51 1027 6 1078
13 506 48 551
42 925 60 994
27 725 75 785
15 1054 67 1104
74 504 36 562
62 602 42 687
37 1013 49 1049
62 448 48 495
8 714 47 742
38 691 34 737
32 465 53 498
8 1038 28 1098
56 1045 7 1123
21 1047 42 1132
77 795 22 863
29 1006 46 1083
47 1064 43 1099
9 808 49 850
6 1018 61 1090
14 601 74 664
17 531 42 611
7 1053 37 1093
30 454 65 482
28 1060 63 1105
24 1064 49 1109
53 1074 6 1108
39 802 40 853
13 883 32 951
38 442 69 521
33 550 14 592
28 971 20 1032
61 734 60 783
16 725 61 766
8 469 6 546
21 1160 21 1408
5 753 5 1000
72 674 72 896
30 758 30 966
4 1147 4 1376
44 935 44 1115
12 583 12 770
73 1184 73 1404
11 770 11 953
9 424 9 618
29 301 29 580
41 828 41 1021
49 645 49 836
78 412 78 652
66 1078 66 1308
27 1060 27 1308
44 848 44 1100
69 653 69 933
35 844 35 1090
56 661 56 954
29 449 29 673
13 1114 13 1402
14 547 14 790
42 1039 42 1324
22 739 22 993
64 612 64 862
29 547 29 784
26 745 26 1042
27 1055 27 1320
25 938 25 1211
41 689 41 894
77 716 77 975
67 758 67 1053
11 1117 11 1365
11 490 11 681
43 885 43 1080
48 648 48 868
50 1065 50 1361
77 1156 77 1366
8 442 8 718
20 796 20 1023
59 635 59 865
43 1100 43 1399
61 694 61 951
50 948 50 1131
46 837 46 1116
21 333 21 573
52 1097 52 1304
77 976 77 1183
49 552 49 833
60 632 60 921
36 848 36 1143
64 416 64 703
48 362 48 585
21 409 21 699
41 1086 41 1352
8 767 8 1026
74 919 74 1120
63 1105 63 1341
43 900 43 1172
26 500 26 770
23 882 23 1120
73 941 73 1222
41 459 41 680
6 1047 6 1336
30 525 30 764
50 440 50 694
49 566 49 760
42 500 42 690
11 678 11 935
17 1073 17 1340
18 453 18 738
26 604 26 831
65 381 65 563
37 968 37 1256
32 353 32 605
52 389 52 633
45 1023 45 1264
68 864 68 1112
41 334 41 627
32 1077 32 1310
45 1153 45 1390
17 318 17 550
11 831 11 1065
51 783 51 1062
61 718 61 983
5 805 5 1086
60 407 60 675
46 1071 46 1337
7 948 7 1174
6 410 6 707
28 510 28 789
9 943 9 1150
7 785 7 1062
78 386 78 674
44 923 44 1151
26 1031 26 1318
38 794 38 1089
64 907 64 1098
27 514 27 722
24 681 24 976
28 1145 28 1355
43 747 43 975
14 367 14 559
64 530 64 806
26 1123 26 1306
21 1193 21 1481
57 993 57 1240
69 1014 69 1282
45 1078 45 1353
4 1143 4 1425
5 713 5 997
30 1127 30 1406
71 1173 71 1437
60 996 60 1257
5 559 5 843
53 490 53 702
56 731 56 972
