4 1000 79 
1000 1000 1000 1000 
51 905 15 971
18 679 55 731
23 917 75 972
20 605 38 649
4 504 39 559
25 436 46 520
74 651 41 715
73 698 69 762
20 771 5 816
21 946 8 987
63 500 12 534
9 682 37 740
56 569 22 605
21 559 38 610
15 587 25 660
69 925 32 975
71 567 38 635
74 1076 10 1136
11 446 60 518
35 1045 58 1094
60 652 16 733
62 583 65 647
70 445 28 492
61 451 63 485
31 628 50 698
56 707 58 768
4 705 50 765
17 464 32 521
71 1002 11 1057
73 1031 40 1112
16 994 59 1059
11 421 71 493
49 1006 47 1079
23 487 20 502
78 455 6 541
8 908 15 981
71 440 48 499
5 755 25 829
14 1032 39 1074
8 989 44 1056
77 831 78 905
64 740 59 799
35 803 15 860
74 963 26 1041
17 940 62 970
45 1077 76 1147
49 429 38 485
16 949 29 993
28 610 59 630
8 1067 31 1121
9 1041 58 1118
10 1033 68 1065
8 808 50 845
69 1022 72 1068
57 465 10 505
65 541 45 557
16 646 23 705
28 1075 12 1123
51 1034 43 1091
14 445 72 522
52 757 78 807
60 644 4 707
76 907 33 976
52 943 59 1007
19 595 69 640
69 712 57 741
39 430 75 491
27 785 33 844
33 452 36 485
70 493 53 526
22 1020 51 1052
39 754 73 847
78 1040 60 1075
61 573 71 614
29 789 14 865
27 560 13 587
64 696 55 756
73 1026 40 1108
17 473 61 495
63 833 74 869
22 433 45 501
34 726 27 794
64 566 11 629
17 1074 31 1121
21 744 40 821
22 424 54 500
58 996 74 1040
13 764 29 794
49 989 36 1038
31 469 38 535
6 576 13 603
44 724 31 772
43 688 15 707
60 645 46 740
30 479 62 532
60 442 63 495
18 456 64 523
42 624 57 669
33 916 31 940
64 446 35 484
4 1049 74 1091
77 986 16 1009
28 582 51 625
51 1051 42 1095
63 625 54 701
65 448 9 498
20 612 31 674
19 895 16 961
24 1047 44 1096
50 1030 28 1077
10 780 67 844
20 567 23 615
17 984 16 1045
65 467 15 510
74 845 16 906
69 524 55 544
15 1041 14 1117
65 713 22 753
38 893 32 970
32 804 24 831
42 484 4 532
55 835 56 907
30 861 67 908
31 479 22 520
67 848 41 898
52 560 56 607
61 816 41 872
42 575 51 614
70 1065 33 1144
67 507 37 579
23 772 62 814
64 493 30 540
61 725 70 780
9 675 18 727
32 570 50 606
44 498 37 551
24 503 16 547
54 632 65 709
6 698 24 755
61 487 33 530
17 594 47 656
64 793 62 849
68 1024 69 1053
65 474 63 519
72 647 56 715
14 996 45 1079
31 1042 20 1092
37 992 45 1066
70 453 66 531
68 721 77 781
50 616 9 697
74 633 34 698
5 832 26 860
23 727 47 791
56 447 45 513
42 428 12 476
73 1023 59 1043
15 543 32 621
47 744 14 828
16 644 65 687
69 658 48 703
19 1050 78 1086
78 566 49 629
36 773 14 823
52 1073 36 1118
30 946 61 987
10 508 52 560
14 441 63 478
32 696 68 749
4 886 30 950
66 969 22 1024
30 452 54 521
51 630 21 678
25 531 67 586
30 835 9 871
78 1058 27 1122
40 1042 57 1078
17 460 8 499
17 653 30 692
44 496 74 571
35 602 74 627
23 796 29 877
34 1058 21 1130
50 651 47 742
42 483 49 548
77 1079 25 1109
74 952 51 995
50 1057 13 1136
47 847 22 937
64 893 36 970
71 890 17 958
33 855 56 923
50 599 51 651
51 655 31 681
42 451 68 480
13 605 22 660
12 890 13 944
44 509 62 571
27 649 22 703
74 486 24 508
24 777 11 823
71 487 69 551
71 759 78 825
65 1074 40 1104
19 437 58 496
66 957 65 1007
51 576 22 614
37 619 27 670
38 706 31 754
27 1055 11 1085
55 427 18 471
32 697 56 724
60 710 19 785
63 466 37 531
