4 750 79 
750 750 750 750 
29 944 74 998
14 954 64 998
24 1066 67 1137
13 428 47 485
70 533 34 552
35 714 52 745
41 1038 66 1117
13 1053 74 1138
48 756 52 818
28 956 60 1006
52 1055 25 1089
41 775 10 821
41 771 33 808
54 469 32 494
34 648 21 680
53 577 44 628
30 441 60 483
26 633 45 707
32 803 60 833
31 952 60 975
33 984 14 1042
78 582 28 624
41 632 26 700
36 885 39 954
24 684 71 720
61 757 6 817
4 420 12 493
55 970 60 1014
55 789 9 861
51 1079 56 1144
74 1020 50 1059
68 617 42 632
60 427 48 506
4 679 52 722
55 643 34 724
62 605 37 659
16 561 35 655
19 856 54 881
33 792 22 854
58 844 48 883
67 972 49 1025
37 917 63 969
64 1053 21 1125
63 749 12 801
54 872 10 913
31 951 72 985
12 1078 43 1165
22 463 60 545
4 532 50 619
58 1029 15 1064
7 451 24 490
15 856 40 880
62 853 42 878
8 622 52 669
51 1020 37 1054
14 909 54 980
56 862 34 926
67 938 22 969
30 424 8 490
24 431 21 499
43 525 20 559
50 478 73 531
56 787 24 842
11 644 37 693
54 425 70 467
40 473 8 500
7 675 6 773
24 1058 4 1110
11 486 42 521
64 831 75 912
58 821 67 864
60 776 30 819
4 765 16 839
67 477 23 525
6 970 30 1058
32 885 42 926
62 986 35 1044
72 754 70 839
11 486 35 536
12 572 9 668
65 817 51 883
22 1042 51 1130
71 736 46 812
10 667 31 737
69 798 20 884
53 639 42 683
35 601 8 641
78 908 29 951
37 860 34 886
56 1025 35 1080
21 875 37 912
18 639 70 659
52 601 9 640
33 528 20 580
57 974 9 1019
60 917 65 988
29 1070 51 1112
59 757 72 799
6 778 76 869
37 738 62 791
75 1002 61 1059
51 1071 42 1114
27 438 26 519
25 903 27 995
54 895 34 931
71 597 43 655
45 1077 44 1171
62 821 31 876
56 904 69 951
34 1063 5 1140
21 904 75 959
33 763 65 814
26 922 17 949
39 441 5 519
52 873 69 930
50 431 39 500
30 853 59 879
34 430 28 466
20 744 48 789
68 442 8 471
18 979 32 1021
19 641 51 677
58 496 15 541
4 1051 63 1109
55 703 59 762
36 984 10 1027
67 477 76 572
66 770 15 828
14 542 12 634
13 604 26 674
25 930 17 990
65 748 74 777
46 783 12 846
63 589 22 644
15 716 74 742
50 769 58 824
75 749 35 798
63 953 73 1009
75 784 53 820
70 1043 35 1114
39 622 9 677
75 952 53 989
65 846 62 916
13 437 29 468
44 832 29 904
42 932 25 987
30 627 46 683
74 783 51 843
29 703 34 750
12 585 26 644
6 1053 77 1125
58 1073 18 1106
59 855 72 885
64 944 67 1041
32 480 58 531
37 664 68 716
20 809 18 831
45 947 23 989
22 1007 65 1080
55 977 13 1028
11 462 32 495
67 1042 34 1088
78 458 64 525
55 496 51 560
37 576 62 637
65 989 48 1041
63 753 58 807
67 628 61 688
32 692 28 755
