4 1000 79 
1000 1000 1000 1000 
60 916 77 976
78 520 21 558
21 711 40 779
34 650 50 710
15 720 36 734
30 838 68 890
70 506 67 579
19 652 41 724
21 878 27 962
10 768 78 839
40 812 23 863
20 985 70 1070
76 1056 27 1108
56 816 15 857
68 631 62 688
5 456 66 494
49 795 30 848
74 633 7 682
15 813 7 844
77 910 36 974
8 561 23 618
78 469 5 524
67 904 76 958
52 625 30 714
49 1076 51 1140
50 1050 15 1095
63 725 61 810
35 805 52 905
57 456 26 502
30 724 18 795
57 964 43 1009
22 1073 26 1088
58 1009 35 1025
10 1039 9 1093
29 1073 16 1128
30 456 60 522
37 703 51 795
14 894 21 937
31 967 65 1005
48 442 15 472
52 464 66 527
51 691 59 719
35 1037 33 1126
41 689 22 751
50 1066 46 1125
23 601 37 691
68 480 65 516
15 569 7 616
63 575 30 623
58 933 18 1011
70 460 4 507
69 665 44 740
27 980 58 1060
74 518 33 587
30 731 78 789
8 861 28 911
76 540 27 577
54 878 62 936
16 949 75 1014
6 850 20 918
48 1030 30 1107
30 780 8 852
77 655 12 722
48 1045 42 1083
64 579 14 658
74 456 9 502
24 573 5 636
46 676 44 736
18 666 61 729
68 719 66 754
22 1029 60 1061
55 468 28 563
72 434 36 493
46 424 34 472
44 998 78 1043
5 642 11 728
65 464 55 527
17 752 22 802
28 706 51 779
11 480 13 544
21 615 44 634
48 472 56 526
11 1045 43 1093
69 1038 5 1095
20 955 22 1031
29 851 49 905
39 1064 51 1129
36 445 35 528
52 656 26 714
60 937 64 1015
11 959 29 1026
5 624 73 708
60 736 31 790
68 563 54 642
28 521 57 574
51 798 55 882
51 529 39 591
54 1065 74 1113
13 519 19 598
32 425 10 470
51 681 43 708
53 430 74 499
63 585 39 662
14 1079 30 1106
15 872 65 896
62 1033 9 1099
70 829 50 884
37 1017 43 1066
58 479 64 546
11 1043 56 1137
14 951 76 1004
43 463 70 501
25 771 42 847
10 1018 29 1072
40 484 20 563
56 655 37 733
62 1071 36 1106
14 1070 24 1132
63 471 44 521
16 1023 4 1048
31 524 78 609
51 483 14 579
8 1060 38 1129
42 722 50 792
23 707 71 773
29 457 70 470
55 1064 23 1134
63 995 51 1073
38 951 65 1008
49 935 71 1005
23 789 39 850
47 833 34 862
32 800 50 857
44 652 13 712
19 444 8 486
41 934 52 1034
74 788 65 849
65 1044 14 1107
9 823 52 899
15 470 56 539
40 1049 44 1133
45 506 7 544
28 1039 41 1130
5 487 28 551
69 565 73 656
11 815 4 901
15 1048 68 1111
67 815 70 888
60 575 6 615
38 595 15 672
54 929 48 996
41 850 4 919
63 452 68 525
63 521 54 556
32 539 52 560
4 603 63 670
33 515 5 574
59 449 55 527
14 909 7 950
47 450 27 527
21 859 20 911
65 582 39 622
58 778 24 867
66 475 75 508
72 751 60 795
8 457 31 515
15 1022 6 1071
10 592 63 644
48 1019 9 1105
39 676 8 729
22 753 32 799
62 872 68 929
25 593 47 643
44 592 63 655
71 924 40 989
58 941 11 974
43 918 41 973
67 1056 34 1138
15 706 43 739
23 1011 77 1088
40 834 32 882
71 804 42 841
8 792 55 840
24 699 51 784
19 733 35 812
9 979 44 1029
16 798 53 840
7 767 48 829
58 907 29 963
29 780 62 845
73 1043 36 1069
76 498 14 573
25 432 60 455
36 581 7 625
76 596 55 671
54 708 37 781
70 595 60 650
22 1058 6 1116
30 827 9 900
12 654 9 678
46 449 38 521
24 583 13 686
68 551 15 619
10 533 38 606
38 438 78 475
30 471 40 533
42 875 17 948
49 445 29 496
21 602 28 679
55 865 39 953
28 708 70 770
47 864 54 916
24 954 4 1023
42 1021 18 1043
71 642 15 706
55 980 78 1027
77 797 15 875
8 680 4 733
46 728 21 787
30 601 75 674
78 961 32 1027
66 437 70 481
22 913 60 954
73 1066 44 1146
73 981 51 1054
76 1059 42 1139
27 641 49 678
29 482 62 542
30 699 15 773
25 780 19 861
40 808 17 863
27 663 34 716
15 598 65 610
14 827 12 887
73 691 50 735
58 423 52 518
49 698 74 753
71 847 59 935
73 564 33 641
35 986 59 1063
56 421 19 517
75 898 16 956
51 1073 39 1128
73 548 33 599
8 506 9 550
17 468 22 517
49 852 63 919
70 881 47 920
53 559 64 583
25 448 8 482
15 1065 12 1099
24 558 77 618
37 597 64 669
7 860 29 896
52 466 7 508
38 529 66 569
25 767 62 813
42 501 58 595
74 680 61 752
73 1007 15 1069
49 1069 10 1127
18 617 45 656
67 679 63 719
60 928 30 1008
27 466 20 535
9 667 4 736
62 862 26 898
36 432 67 475
50 1063 54 1139
78 893 43 929
33 432 9 482
69 1066 75 1107
6 973 30 1036
63 587 62 654
28 889 30 970
50 629 36 686
11 470 41 518
19 1006 14 1066
53 850 7 872
68 530 66 563
73 1059 54 1109
9 921 78 970
68 454 22 472
38 890 31 960
16 465 60 551
43 830 70 872
43 909 73 965
25 650 37 714
77 691 20 769
42 467 45 499
77 810 50 896
70 973 71 1047
43 556 72 610
37 432 15 498
35 465 27 551
30 473 59 554
11 553 50 653
71 652 9 748
53 569 20 611
12 750 68 793
48 994 73 1046
18 1053 37 1122
54 550 4 609
36 796 27 833
4 756 78 824
19 503 30 580
21 978 50 1048
44 625 33 699
28 1019 22 1084
31 1033 10 1096
66 955 51 970
48 1029 57 1086
49 1051 50 1111
42 1040 40 1106
50 854 41 946
57 520 31 596
51 705 6 738
52 622 31 653
58 1029 18 1089
11 806 38 849
9 926 65 976
57 687 54 742
41 908 61 982
34 947 39 1006
50 433 42 471
48 520 51 598
41 425 16 505
75 928 73 1010
43 1064 23 1139
64 763 21 811
41 747 76 812
64 1047 69 1132
15 1022 18 1091
18 1035 75 1100
69 837 50 922
10 857 11 935
77 1057 8 1126
41 711 70 785
13 634 46 693
75 902 15 938
65 628 15 653
16 890 77 961
60 1003 11 1086
54 637 64 700
10 1048 21 1077
75 711 63 779
20 706 24 743
36 791 27 831
64 906 24 977
31 561 11 665
54 459 12 514
72 476 39 519
77 584 18 648
17 471 39 555
47 468 22 501
50 997 67 1029
48 645 34 718
42 945 53 1010
26 712 48 792
32 1000 60 1065
16 452 18 506
71 1042 31 1108
50 652 36 686
61 457 20 527
73 624 21 704
67 913 18 962
74 1062 16 1149
22 806 76 840
43 714 63 785
5 520 53 575
33 715 35 808
10 448 34 522
18 613 16 675
65 1012 31 1069
61 866 44 936
