4 250 79 
250 250 250 250 
34 1074 55 1121
33 956 67 1014
44 691 57 791
65 1064 40 1115
62 693 30 774
27 582 13 638
13 937 58 974
50 953 19 1022
21 1058 5 1105
38 1061 22 1131
14 1047 20 1096
16 449 14 484
55 857 25 933
68 921 29 986
22 427 59 461
52 779 54 830
68 427 8 504
76 440 40 486
67 1038 58 1102
14 543 28 613
45 799 41 871
23 954 41 1012
61 828 59 883
31 861 43 923
30 547 75 627
39 1069 75 1154
23 846 70 901
16 614 22 639
64 887 29 924
27 676 62 704
16 530 6 604
25 863 16 895
5 435 21 487
56 942 42 989
78 551 11 597
67 596 55 638
45 891 11 939
46 979 71 1051
45 1042 25 1091
29 1069 19 1135
66 497 38 531
56 532 12 568
61 821 7 852
61 990 38 1081
12 720 34 762
42 502 69 547
74 696 63 738
11 699 60 770
27 446 33 495
25 510 55 584
34 443 76 484
14 1002 70 1079
56 685 63 743
14 697 52 739
38 565 77 636
37 430 39 509
20 964 74 1024
40 1016 21 1086
44 800 64 877
76 685 55 716
65 718 14 772
20 1007 65 1045
10 599 69 650
45 804 32 862
19 696 54 758
25 781 58 827
70 577 16 607
50 538 12 609
35 906 54 917
47 1076 21 1134
42 1049 11 1122
8 716 27 745
18 952 48 999
72 432 40 493
32 789 12 846
71 552 37 595
31 792 48 844
41 1059 64 1117
22 448 54 526
26 548 56 626
39 1017 25 1062
73 773 38 828
25 719 24 799
40 487 21 558
64 628 46 699
14 468 51 502
64 1028 34 1101
32 437 73 479
10 594 34 631
65 455 69 502
63 690 50 762
66 926 16 992
65 630 53 702
40 619 73 649
59 1017 53 1049
32 893 68 959
74 1057 68 1132
26 1028 65 1078
43 567 7 641
71 476 76 503
53 1144 53 1329
17 580 17 828
5 656 5 847
7 728 7 1026
78 914 78 1153
55 965 55 1164
61 1021 61 1226
60 586 60 849
69 1164 69 1346
45 351 45 620
28 940 28 1228
55 887 55 1162
68 487 68 753
28 884 28 1115
5 322 5 613
71 880 71 1100
4 693 4 939
76 909 76 1195
24 1042 24 1306
12 398 12 678
36 1013 36 1292
63 563 63 835
9 812 9 1105
77 954 77 1146
17 853 17 1067
54 1022 54 1253
51 471 51 708
13 908 13 1192
32 345 32 588
49 1034 49 1283
25 1097 25 1312
45 594 45 837
44 703 44 988
22 774 22 955
51 1134 51 1418
4 331 4 624
23 809 23 1064
49 479 49 708
9 505 9 778
9 1086 9 1365
70 1108 70 1361
29 1125 29 1402
43 619 43 903
29 1064 29 1250
8 387 8 663
23 920 23 1144
63 953 63 1148
52 481 52 714
24 480 24 752
57 637 57 831
73 533 73 804
70 587 70 864
24 994 24 1289
53 581 53 764
26 916 26 1187
53 1098 53 1393
27 1101 27 1353
7 1007 7 1198
77 1027 77 1300
56 957 56 1182
57 562 57 753
21 783 21 994
36 720 36 955
45 669 45 854
13 767 13 1062
71 667 71 930
76 1049 76 1233
32 1056 32 1324
34 991 34 1185
75 1050 75 1279
22 529 22 822
55 333 55 616
22 670 22 914
8 876 8 1175
11 619 11 886
13 983 13 1259
61 757 61 985
15 624 15 809
75 1039 75 1325
18 1021 18 1204
9 1142 9 1419
50 574 50 801
76 551 76 746
53 1160 53 1340
46 1028 46 1237
64 1024 64 1294
12 418 12 643
33 788 33 1074
16 729 16 961
20 784 20 1050
59 949 59 1171
12 705 12 928
44 944 44 1174
48 773 48 1048
20 857 20 1090
59 810 59 1009
66 486 66 673
29 1107 29 1384
58 641 58 912
54 664 54 961
8 760 8 973
11 837 11 1039
46 829 46 1108
29 861 29 1066
10 500 10 765
57 990 57 1216
61 1098 61 1322
24 976 24 1252
36 458 36 712
38 1087 38 1359
18 420 18 654
49 925 49 1201
39 1186 39 1485
62 560 62 756
63 331 63 628
68 810 68 1050
9 556 9 787
62 602 62 827
24 1143 24 1436
63 556 63 854
49 1039 49 1270
58 597 58 873
59 1160 59 1431
16 893 16 1093
46 1114 46 1400
50 604 50 787
4 526 4 804
74 1160 74 1440
47 793 47 1006
59 1094 59 1326
53 1085 53 1332
67 747 67 1013
8 525 8 767
62 389 62 631
47 841 47 1091
72 565 72 774
32 304 32 526
37 1041 37 1336
20 824 20 1056
68 390 68 596
4 433 4 648
33 1026 33 1297
24 725 24 1023
71 400 71 649
12 975 12 1187
25 1199 25 1488
13 814 13 1083
76 548 76 793
38 1172 38 1387
73 1099 73 1351
