4 750 79 
750 750 750 750 
50 508 26 542
59 558 78 610
25 444 18 505
20 496 37 547
77 645 56 728
40 987 24 1031
71 1059 18 1093
58 910 20 956
32 933 58 1003
67 727 29 774
75 475 15 533
21 1062 65 1124
25 540 74 601
18 623 41 675
49 606 41 675
70 826 59 904
41 442 55 487
69 521 43 599
31 1066 21 1082
30 1049 29 1093
49 1026 33 1062
16 862 12 954
52 447 60 479
71 1020 52 1085
26 952 41 977
5 490 48 538
9 888 23 962
55 1054 17 1106
24 1054 74 1111
33 424 31 465
17 603 36 651
33 1073 50 1134
57 997 16 1096
53 547 38 630
34 457 41 482
60 554 64 602
16 663 70 726
8 1039 30 1108
57 467 74 507
66 430 72 454
57 740 60 803
36 918 70 951
50 489 36 541
37 488 61 548
22 932 55 967
53 1020 17 1069
41 426 54 487
41 421 40 459
55 520 62 592
41 477 59 542
64 529 47 590
58 441 49 525
6 466 38 524
17 662 30 702
52 652 36 716
34 575 32 633
42 461 24 547
71 1068 22 1139
18 1040 39 1104
72 741 60 789
8 742 62 809
77 933 60 974
31 774 65 873
47 823 16 866
13 607 65 691
17 774 34 849
60 1002 76 1072
51 468 67 491
8 883 75 985
45 420 71 488
61 1000 41 1046
43 716 41 750
5 1028 49 1103
20 759 62 785
41 766 6 844
60 1066 74 1097
75 1061 29 1106
25 562 26 585
67 481 40 537
78 578 29 626
35 1025 21 1050
6 422 59 435
25 466 64 521
78 996 58 1031
69 688 48 742
17 785 37 848
75 990 15 1045
25 428 4 474
37 999 68 1055
55 1014 10 1065
46 855 73 911
31 579 52 614
60 456 58 493
47 1032 66 1054
29 450 77 497
45 1054 62 1091
46 976 23 1052
16 860 67 916
70 1065 48 1116
6 853 28 906
68 1029 17 1095
24 511 22 540
24 676 61 740
61 1064 12 1092
16 763 12 840
60 598 54 650
52 472 74 529
17 456 6 495
78 1055 58 1117
62 884 70 915
60 446 75 483
47 925 31 956
75 725 31 758
10 987 53 1032
63 858 65 917
24 579 58 641
61 1068 25 1139
6 469 45 522
27 828 15 879
25 868 49 917
8 466 25 539
20 963 14 1015
16 430 38 489
37 482 46 532
33 1018 53 1063
27 1022 39 1085
34 812 13 836
5 1007 41 1056
65 1013 36 1077
30 459 48 517
48 1061 36 1106
31 763 40 838
55 654 15 726
60 1029 37 1078
52 459 27 517
58 446 4 519
19 830 69 901
6 420 20 477
71 995 24 1035
19 716 61 784
7 421 77 509
73 701 72 753
4 1067 22 1104
19 734 34 788
67 794 69 877
26 863 71 905
25 660 61 729
56 823 68 889
39 752 26 790
64 500 6 568
52 1056 27 1099
9 938 34 1010
48 758 27 806
12 800 77 887
60 753 62 797
57 458 16 536
13 590 24 608
23 922 24 964
73 453 43 501
59 879 23 932
26 515 7 566
53 1040 38 1097
68 436 16 507
28 798 29 846
51 594 49 621
41 569 22 614
45 421 40 469
28 829 41 869
27 759 35 815
10 689 52 747
4 437 48 473
63 973 37 994
21 1072 43 1121
70 570 56 651
27 869 61 965
52 439 5 502
72 614 68 641
47 579 34 622
21 796 45 844
38 1049 77 1076
15 702 35 762
70 456 32 536
39 532 6 577
76 1061 55 1131
64 1057 59 1129
39 1055 57 1120
52 913 64 964
65 856 61 934
16 1006 10 1060
52 1022 43 1065
62 1033 13 1096
15 858 21 933
34 618 75 690
15 902 36 917
73 1069 46 1098
29 455 36 518
34 922 50 976
5 936 56 1025
53 485 62 557
18 609 19 657
67 439 72 484
12 540 42 588
41 712 50 736
61 690 14 743
19 1028 69 1115
10 1038 77 1090
77 916 65 994
75 1022 71 1094
9 441 61 541
54 422 75 461
26 460 69 503
61 746 29 807
28 1037 35 1102
64 986 48 1013
41 1038 71 1072
33 1017 29 1072
71 487 65 539
39 976 37 1032
6 960 64 1027
44 1023 19 1080
43 1060 45 1082
36 562 4 610
45 937 67 987
6 827 25 887
52 910 63 976
65 458 35 532
47 885 77 918
6 508 53 543
55 935 48 994
37 663 48 677
30 912 58 949
46 1067 44 1141
57 879 37 925
41 623 37 677
64 676 63 708
60 642 16 696
40 962 75 1033
63 441 43 489
22 986 74 1041
49 1038 15 1112
43 766 38 798
39 926 75 990
21 917 31 929
16 1053 36 1130
27 1075 13 1135
60 464 50 524
55 865 14 940
66 791 78 853
66 889 14 942
46 432 63 500
43 769 78 799
34 431 37 503
29 765 72 814
10 993 77 1060
73 886 32 928
8 1042 55 1110
43 773 71 839
36 863 42 893
55 553 63 630
64 769 56 828
8 1078 11 1138
34 707 35 735
7 784 49 836
22 890 48 940
67 792 53 856
24 471 48 545
72 642 43 670
31 994 21 1029
56 592 15 650
8 1055 65 1128
48 618 35 684
72 1075 13 1126
77 935 11 953
46 996 4 1048
21 580 74 627
5 889 49 981
39 444 50 488
48 1037 34 1098
14 664 17 723
5 1071 50 1125
66 621 48 679
57 1021 65 1078
9 529 69 605
27 1010 19 1066
55 443 66 483
24 425 12 483
73 1062 31 1100
25 1004 63 1072
30 509 69 570
67 841 41 914
57 689 39 744
63 557 52 609
37 600 45 666
67 891 74 949
30 935 52 1010
33 731 19 774
60 943 58 989
26 1065 51 1128
36 648 20 676
65 780 66 844
78 534 78 714
78 691 78 912
14 494 14 766
11 1185 11 1431
11 947 11 1223
41 1110 41 1294
15 589 15 820
48 773 48 1044
73 880 73 1146
11 730 11 915
66 474 66 707
46 375 46 671
27 719 27 967
78 605 78 878
7 684 7 897
36 1104 36 1364
32 989 32 1248
32 686 32 959
70 925 70 1206
67 723 67 951
72 1042 72 1283
40 1019 40 1268
16 928 16 1110
7 518 7 702
47 620 47 805
8 838 8 1048
49 643 49 878
74 359 74 630
70 1075 70 1329
35 812 35 1040
68 1090 68 1288
60 832 60 1069
30 475 30 714
32 611 32 846
44 793 44 1075
55 1030 55 1322
70 500 70 713
66 930 66 1172
18 403 18 643
75 660 75 934
10 1054 10 1248
28 571 28 781
23 864 23 1086
17 1056 17 1306
72 1037 72 1240
57 512 57 765
20 781 20 1018
74 459 74 737
23 623 23 857
31 671 31 930
8 936 8 1219
69 683 69 972
26 929 26 1132
55 510 55 716
32 1130 32 1375
42 351 42 562
36 866 36 1163
75 647 75 865
61 806 61 1101
77 339 77 545
52 635 52 815
4 453 4 650
37 612 37 879
7 673 7 934
45 683 45 917
10 1079 10 1315
38 607 38 858
16 700 16 935
28 1175 28 1414
25 894 25 1100
7 1136 7 1404
31 1019 31 1252
46 1162 46 1347
15 1035 15 1286
20 1018 20 1298
71 878 71 1062
37 390 37 651
8 1159 8 1452
75 888 75 1167
18 873 18 1055
21 776 21 1048
67 1010 67 1274
35 367 35 601
30 346 30 584
9 1099 9 1286
6 662 6 946
71 709 71 994
17 823 17 1023
22 636 22 867
63 933 63 1180
75 811 75 1050
34 733 34 940
35 689 35 945
60 460 60 708
30 782 30 982
74 796 74 1053
16 583 16 832
70 764 70 962
58 453 58 660
5 455 5 751
69 562 69 854
45 545 45 817
65 980 65 1234
67 967 67 1206
45 1169 45 1381
23 958 23 1189
48 521 48 717
64 528 64 736
67 1041 67 1250
28 1128 28 1382
68 1116 68 1338
51 992 51 1249
46 739 46 931
25 352 25 546
12 449 12 715
9 1081 9 1336
52 668 52 905
13 1092 13 1377
69 313 69 602
14 701 14 975
44 982 44 1243
26 765 26 994
6 687 6 886
37 989 37 1205
5 450 5 654
27 315 27 525
15 600 15 825
51 1044 51 1314
35 903 35 1095
48 782 48 1019
32 894 32 1168
34 1171 34 1419
34 828 34 1109
5 605 5 865
72 1067 72 1270
57 787 57 987
61 842 61 1048
36 1073 36 1323
9 1005 9 1251
12 518 12 715
78 1047 78 1331
78 1116 78 1392
62 807 62 1094
34 1018 34 1253
53 887 53 1172
61 1100 61 1291
15 918 15 1205
23 1174 23 1390
24 428 24 696
68 528 68 822
14 331 14 520
38 559 38 797
78 530 78 787
65 674 65 962
39 985 39 1195
43 1024 43 1236
8 969 8 1190
4 494 4 733
64 1110 64 1390
61 731 61 994
35 791 35 1042
31 659 31 910
39 516 39 764
15 833 15 1102
49 962 49 1147
9 849 9 1102
78 1117 78 1323
62 416 62 698
53 447 53 673
36 627 36 876
78 965 78 1255
63 372 63 599
44 1138 44 1404
42 694 42 985
71 476 71 689
30 723 30 986
45 417 45 694
34 554 34 813
53 499 53 696
55 1002 55 1263
40 792 40 996
40 1042 40 1245
72 437 72 642
45 931 45 1171
73 978 73 1192
36 872 36 1157
12 1022 12 1315
74 1148 74 1443
17 858 17 1136
39 631 39 890
43 529 43 748
6 879 6 1120
37 1162 37 1353
17 885 17 1179
12 479 12 676
72 879 72 1100
70 806 70 991
34 668 34 917
27 1075 27 1302
43 1170 43 1417
44 334 44 564
47 881 47 1136
11 1154 11 1342
46 970 46 1183
13 641 13 831
75 384 75 575
69 739 69 935
39 560 39 793
71 945 71 1132
8 399 8 615
20 1152 20 1351
24 794 24 1044
24 1059 24 1246
17 1058 17 1274
41 868 41 1059
50 1189 50 1480
76 340 76 636
58 800 58 999
10 370 10 591
20 771 20 1032
72 402 72 671
68 1025 68 1250
61 847 61 1045
52 428 52 723
39 1014 39 1285
18 1040 18 1273
