4 750 79 
750 750 750 750 
12 883 13 951
33 945 68 971
9 620 60 654
66 617 48 698
78 547 53 606
19 611 67 638
73 827 44 877
7 1026 74 1092
5 681 8 724
24 427 39 475
63 866 15 937
47 589 28 642
6 777 78 841
60 672 11 718
41 832 48 903
25 566 77 655
61 712 16 734
49 1045 73 1085
10 1026 6 1072
49 577 37 629
73 826 36 908
45 573 20 633
68 591 70 647
6 685 65 743
78 471 32 532
18 428 21 494
21 1034 61 1109
50 993 19 1066
27 427 52 460
22 623 54 675
24 438 29 476
26 671 33 727
58 580 15 656
61 1071 15 1130
44 995 60 1044
27 839 49 900
36 974 51 1064
45 813 49 883
10 451 54 533
6 927 9 986
71 498 11 568
61 711 25 728
66 954 47 981
15 991 6 1033
19 458 33 506
30 1036 71 1096
74 794 36 832
49 609 51 671
56 1070 67 1085
66 505 46 554
20 993 26 1085
52 589 41 649
39 1004 65 1056
9 633 61 697
44 671 55 710
71 630 13 716
37 608 21 671
15 881 61 937
14 914 10 985
10 612 63 651
60 929 67 976
61 1001 36 1030
61 1016 56 1100
55 428 44 462
78 1036 12 1063
64 945 59 967
28 452 23 501
17 800 74 865
37 991 76 1053
61 642 7 694
11 694 5 730
47 800 34 846
77 500 74 580
45 440 47 521
42 799 70 839
37 487 68 541
74 527 58 561
74 1033 40 1066
64 1027 33 1072
46 496 64 555
56 673 32 743
37 909 12 977
44 576 62 633
67 842 48 916
22 756 73 823
73 597 71 679
36 984 59 1067
76 894 59 952
46 432 22 458
50 971 43 1033
48 500 70 580
12 760 64 848
27 782 58 866
46 842 69 882
6 676 4 740
12 458 4 518
70 448 22 511
41 695 66 764
41 1056 30 1133
62 757 47 803
8 1059 58 1118
67 662 26 702
11 467 66 517
40 1042 66 1070
49 1070 39 1123
67 639 75 706
52 587 19 637
45 1040 46 1101
41 557 69 608
52 470 5 534
20 478 40 533
10 889 48 980
42 783 45 827
35 444 14 522
22 1009 35 1047
16 1076 68 1109
10 461 60 533
28 880 76 957
78 848 14 917
69 1010 24 1032
15 425 67 474
51 608 69 675
5 836 29 880
12 477 56 568
25 884 66 935
42 718 33 751
18 466 59 569
58 497 69 553
78 1073 4 1110
26 1052 35 1117
8 1038 15 1084
54 1076 67 1151
59 884 12 949
45 513 69 597
65 953 72 996
70 466 12 531
40 1032 5 1097
37 762 61 835
72 1016 56 1103
64 557 46 601
36 1071 29 1115
64 594 14 664
9 459 63 532
11 623 36 680
23 697 38 769
41 602 15 634
31 464 59 514
73 860 5 911
55 737 11 799
11 603 53 633
68 882 60 936
60 437 40 508
14 701 36 770
47 600 72 653
67 522 39 596
19 524 46 563
51 849 48 950
75 1067 44 1123
5 979 29 1053
31 921 41 933
43 795 49 836
52 496 41 567
73 428 32 494
49 881 25 929
74 773 13 805
26 734 32 822
59 673 46 722
42 636 68 669
73 925 78 1005
6 851 39 912
7 939 20 997
5 597 38 677
18 1033 49 1085
73 1052 20 1120
62 1028 27 1102
64 685 10 720
55 439 4 488
6 1055 71 1116
69 1068 65 1107
65 496 9 523
62 1047 23 1138
39 950 16 982
55 656 6 702
35 456 24 514
