4 750 79 
750 750 750 750 
34 1074 55 1121
33 956 67 1014
44 691 57 791
65 1064 40 1115
62 693 30 774
27 582 13 638
13 937 58 974
50 953 19 1022
21 1058 5 1105
38 1061 22 1131
14 1047 20 1096
16 449 14 484
55 857 25 933
68 921 29 986
22 427 59 461
52 779 54 830
68 427 8 504
76 440 40 486
67 1038 58 1102
14 543 28 613
45 799 41 871
23 954 41 1012
61 828 59 883
31 861 43 923
30 547 75 627
39 1069 75 1154
23 846 70 901
16 614 22 639
64 887 29 924
27 676 62 704
16 530 6 604
25 863 16 895
5 435 21 487
56 942 42 989
78 551 11 597
67 596 55 638
45 891 11 939
46 979 71 1051
45 1042 25 1091
29 1069 19 1135
66 497 38 531
56 532 12 568
61 821 7 852
61 990 38 1081
12 720 34 762
42 502 69 547
74 696 63 738
11 699 60 770
27 446 33 495
25 510 55 584
34 443 76 484
14 1002 70 1079
56 685 63 743
14 697 52 739
38 565 77 636
37 430 39 509
20 964 74 1024
40 1016 21 1086
44 800 64 877
76 685 55 716
65 718 14 772
20 1007 65 1045
10 599 69 650
45 804 32 862
19 696 54 758
25 781 58 827
70 577 16 607
50 538 12 609
35 906 54 917
47 1076 21 1134
42 1049 11 1122
8 716 27 745
18 952 48 999
72 432 40 493
32 789 12 846
71 552 37 595
31 792 48 844
41 1059 64 1117
22 448 54 526
26 548 56 626
39 1017 25 1062
73 773 38 828
25 719 24 799
40 487 21 558
64 628 46 699
14 468 51 502
64 1028 34 1101
32 437 73 479
10 594 34 631
65 455 69 502
63 690 50 762
66 926 16 992
65 630 53 702
40 619 73 649
59 1017 53 1049
32 893 68 959
74 1057 68 1132
26 1028 65 1078
43 567 7 641
71 476 76 503
53 760 23 817
5 428 60 493
78 785 18 881
61 946 50 1030
69 891 43 927
28 887 44 925
68 704 41 746
5 700 26 766
4 549 22 611
24 758 71 794
36 1043 42 1092
9 1074 66 1153
17 1022 32 1057
51 1028 25 1086
32 854 49 957
25 774 51 827
44 954 32 1001
51 1051 13 1069
23 839 63 885
9 1026 59 1096
70 585 62 656
43 704 23 744
8 1040 16 1091
63 841 57 895
24 817 34 840
73 587 12 652
24 761 23 816
26 1038 20 1071
27 647 55 727
77 597 56 635
57 783 41 831
36 669 49 739
13 847 21 908
76 456 78 508
34 690 20 738
22 453 8 477
22 876 74 937
11 803 23 875
61 444 11 501
75 841 68 893
9 574 21 658
76 800 30 850
46 1024 57 1102
12 788 47 830
16 784 58 818
59 465 53 504
44 773 48 849
20 450 36 501
66 927 40 971
58 484 45 517
8 477 14 532
46 1041 8 1098
10 630 54 679
61 1036 52 1077
36 907 12 952
18 745 49 790
39 1040 65 1081
63 810 35 848
9 962 35 1037
24 556 22 619
49 597 68 648
59 473 39 559
46 784 68 802
4 800 5 875
47 532 52 584
39 1046 56 1100
4 422 21 472
20 989 74 1049
8 715 76 769
78 1046 41 1075
62 751 54 822
54 429 17 503
4 529 36 583
68 425 48 459
51 492 54 573
35 475 11 544
72 1066 50 1133
65 999 57 1031
43 1036 74 1066
12 743 70 805
23 1077 24 1139
66 461 33 493
55 1029 49 1121
22 862 73 942
64 475 30 526
57 987 36 1046
34 762 38 826
71 473 30 507
29 444 44 520
57 934 24 1005
72 477 39 527
41 1041 76 1123
51 915 27 990
9 671 31 746
70 449 36 494
69 563 17 634
63 800 71 852
54 600 41 682
44 839 31 918
76 883 43 914
24 955 9 1025
21 555 64 615
10 938 38 1008
29 745 51 823
9 768 5 806
60 709 62 778
12 780 44 839
78 1047 58 1095
17 970 31 1054
66 1052 61 1139
66 543 21 636
73 725 26 759
60 466 22 527
53 570 20 633
54 465 72 515
43 661 63 718
50 735 55 776
59 453 22 473
60 529 18 595
73 929 10 1008
59 1025 41 1076
10 506 41 533
5 752 56 789
26 621 56 690
27 804 11 844
28 423 29 471
7 1021 70 1066
78 650 59 706
35 725 30 754
46 1009 25 1050
4 1075 77 1147
70 632 73 709
28 669 14 733
50 979 59 1044
47 470 50 515
26 838 37 887
7 635 12 682
43 465 62 510
60 1030 64 1084
45 577 4 644
34 465 38 514
57 778 72 826
11 1021 35 1094
30 570 21 603
5 835 7 878
18 511 24 572
19 992 31 1068
61 541 7 577
13 805 41 881
55 839 63 913
22 438 29 477
7 636 66 730
74 708 11 774
39 886 20 923
48 460 61 523
45 478 54 536
29 475 74 525
25 581 40 649
55 1043 27 1094
45 1057 29 1122
15 423 59 500
41 985 42 1082
61 521 67 606
12 512 40 570
34 865 53 883
52 885 6 936
67 439 20 521
59 464 26 530
12 583 47 628
25 496 16 524
32 947 43 996
47 1066 39 1125
73 1050 45 1099
37 970 46 1056
57 785 15 836
33 504 65 580
20 1064 28 1133
56 490 70 545
57 782 22 809
20 625 63 689
8 1037 32 1096
55 685 22 742
47 661 59 723
48 435 44 502
68 529 9 606
21 803 53 880
46 1053 41 1117
60 827 64 904
38 471 5 540
74 563 66 605
11 480 8 518
61 514 63 556
66 1041 37 1068
53 562 34 595
74 804 44 855
45 576 10 646
5 593 30 638
48 1003 45 1039
51 435 52 498
43 480 30 533
38 1144 38 1425
4 445 4 692
15 922 15 1208
5 987 5 1264
65 992 65 1217
66 1117 66 1352
27 518 27 753
51 648 51 929
30 1005 30 1207
41 837 41 1102
42 1107 42 1399
47 793 47 1063
47 442 47 654
54 632 54 831
14 1081 14 1271
26 944 26 1205
70 593 70 877
18 595 18 776
54 301 54 545
68 385 68 576
6 524 6 820
49 861 49 1145
58 605 58 868
61 763 61 1006
45 973 45 1227
77 545 77 765
55 1040 55 1317
60 852 60 1102
18 451 18 697
67 820 67 1077
16 974 16 1202
36 338 36 567
69 708 69 1006
37 1128 37 1320
64 544 64 769
19 968 19 1221
19 391 19 574
46 447 46 673
11 1025 11 1258
55 375 55 647
42 918 42 1128
65 441 65 724
60 377 60 676
59 884 59 1120
61 689 61 946
28 1149 28 1425
29 312 29 512
26 426 26 719
45 598 45 858
12 854 12 1058
68 868 68 1148
23 396 23 677
56 454 56 732
27 1155 27 1448
9 408 9 707
53 1004 53 1296
20 889 20 1078
74 1180 74 1462
38 892 38 1173
75 779 75 977
36 678 36 953
4 880 4 1109
24 782 24 1076
72 471 72 679
74 945 74 1145
40 701 40 891
65 346 65 583
41 332 41 546
7 945 7 1214
56 1000 56 1272
68 759 68 999
58 1194 58 1416
20 651 20 849
69 1062 69 1340
69 638 69 864
10 374 10 621
45 970 45 1262
54 1067 54 1341
37 692 37 925
33 420 33 690
47 1010 47 1256
60 649 60 935
25 309 25 561
30 750 30 977
16 447 16 682
37 665 37 916
23 587 23 816
59 489 59 786
64 635 64 816
6 871 6 1132
57 1018 57 1284
16 1197 16 1448
76 1039 76 1227
69 424 69 617
54 309 54 531
24 1114 24 1300
14 1187 14 1408
29 529 29 776
69 378 69 609
53 1000 53 1276
61 466 61 649
12 578 12 835
48 351 48 603
75 875 75 1074
42 409 42 698
69 605 69 890
34 308 34 521
46 1117 46 1312
26 692 26 887
68 1086 68 1333
4 545 4 776
65 486 65 731
47 1150 47 1428
54 941 54 1188
21 389 21 584
19 328 19 576
8 478 8 663
12 567 12 801
38 890 38 1115
59 1164 59 1372
31 887 31 1137
17 949 17 1209
10 389 10 659
44 564 44 851
8 1061 8 1284
29 902 29 1151
42 595 42 779
54 682 54 955
50 731 50 978
62 332 62 528
25 958 25 1208
59 414 59 641
4 665 4 850
74 1159 74 1376
34 737 34 1017
26 1064 26 1358
56 662 56 862
49 738 49 943
50 477 50 670
77 1185 77 1371
37 768 37 976
19 1071 19 1317
64 1148 64 1376
66 368 66 630
41 936 41 1193
7 770 7 1014
8 1048 8 1289
58 621 58 906
16 401 16 694
63 697 63 927
67 482 67 702
39 310 39 609
68 857 68 1114
23 960 23 1152
42 1163 42 1411
66 551 66 788
5 830 5 1116
7 396 7 598
32 448 32 719
73 1024 73 1311
