4 750 79 
750 750 750 750 
40 871 29 930
25 561 40 595
65 532 4 594
64 1011 19 1075
45 877 19 918
30 443 51 477
76 978 46 1036
67 1067 28 1113
36 1061 45 1099
35 483 66 563
6 1003 77 1060
4 721 51 771
30 718 15 794
39 610 62 675
60 865 61 927
24 832 50 872
29 781 37 839
31 1044 49 1133
26 938 41 1003
78 812 14 862
68 1049 24 1086
57 479 6 534
34 682 28 733
50 786 20 823
16 1041 4 1105
34 436 56 513
72 449 45 486
14 572 21 620
58 770 74 846
75 785 72 866
8 861 16 926
33 750 49 843
36 796 31 874
7 928 48 1001
67 877 61 911
65 934 71 1010
43 609 56 696
5 676 56 712
52 452 30 502
54 1074 57 1138
6 758 51 803
37 929 11 963
35 455 27 468
33 1038 71 1105
58 1052 45 1097
71 650 53 696
12 710 26 775
5 536 60 599
39 982 64 1065
68 892 6 957
51 955 31 989
65 521 32 542
6 921 21 981
50 875 51 912
47 546 32 614
44 443 60 480
15 1066 77 1124
34 551 22 605
20 692 69 763
13 1066 56 1132
74 492 66 521
17 1052 65 1106
61 641 72 701
49 500 28 580
30 1052 42 1099
4 1023 20 1095
58 1047 64 1115
46 1046 58 1126
8 1040 42 1113
18 460 75 542
48 513 18 600
6 809 41 867
27 1000 41 1037
8 730 23 771
15 825 29 881
54 946 56 1024
5 637 52 685
75 759 13 816
15 815 8 826
17 471 77 501
7 425 50 473
10 729 35 804
20 819 67 906
31 1072 9 1105
64 430 43 503
31 965 67 1015
42 795 6 847
13 1036 23 1069
54 896 43 952
54 920 51 985
23 711 70 746
58 832 23 866
46 664 23 730
44 797 43 860
61 541 51 567
30 473 18 564
74 429 22 498
59 426 25 503
11 962 41 1028
44 1054 67 1143
25 1024 55 1079
20 610 52 688
9 882 62 970
23 694 43 714
48 645 28 728
23 531 40 583
34 615 14 659
41 476 49 537
27 855 74 925
55 592 41 646
70 1078 16 1149
35 553 18 631
58 461 73 508
44 845 40 902
6 864 75 913
4 685 55 765
74 577 7 650
15 883 23 920
78 824 17 877
38 432 74 522
35 1056 36 1118
47 650 49 739
31 555 50 643
6 1020 37 1102
34 504 7 540
40 480 8 568
21 682 68 717
57 617 17 694
46 607 41 665
73 741 57 806
66 842 29 882
6 746 69 798
10 517 5 585
58 835 22 893
6 510 71 550
35 849 45 913
5 742 39 791
37 965 11 1020
7 686 20 740
50 729 72 795
37 1037 10 1091
5 548 78 585
6 447 31 501
58 762 59 817
71 842 29 881
38 698 69 794
37 458 26 488
36 446 60 523
30 518 61 586
16 473 74 513
74 502 45 548
55 617 53 660
35 1048 36 1118
27 966 60 995
38 561 8 625
68 1040 65 1065
14 501 73 550
33 922 40 983
12 758 37 821
40 432 59 507
51 454 53 469
29 579 26 639
39 750 9 799
52 429 45 452
74 919 61 974
40 471 9 538
15 560 66 643
70 753 40 825
48 782 7 844
73 469 24 489
35 980 13 995
70 474 67 554
66 822 77 861
18 648 36 752
17 777 10 821
56 662 61 688
16 428 25 507
47 813 30 865
36 528 39 625
55 801 71 852
57 821 12 899
76 769 67 818
17 967 9 1013
17 425 54 496
10 981 47 1057
72 949 26 1006
73 1078 20 1135
30 897 25 943
9 584 22 635
29 437 54 504
13 988 57 1027
42 570 54 631
60 621 24 679
66 1031 57 1101
5 864 46 917
34 765 74 837
7 467 57 505
11 1027 7 1071
34 767 22 808
38 1065 53 1140
37 529 39 591
10 620 54 690
76 1040 70 1095
15 424 66 514
57 862 60 911
64 771 37 797
17 508 21 559
52 682 23 734
52 424 27 464
51 469 42 522
41 1026 4 1095
8 447 49 526
62 715 44 741
34 659 19 710
31 927 18 974
50 951 73 992
10 957 27 1014
24 1044 30 1082
18 501 44 564
77 744 65 760
50 690 78 739
9 568 51 640
46 863 30 936
13 801 57 863
23 472 53 512
25 930 6 986
14 602 17 658
52 787 51 815
56 579 54 656
25 997 11 1070
67 703 74 748
33 662 40 716
7 997 55 1050
6 553 64 619
76 585 54 620
43 784 54 861
49 601 31 668
34 965 39 981
13 1074 43 1142
36 421 66 498
64 638 34 728
25 1050 22 1094
24 634 28 692
24 464 21 520
32 745 68 780
20 978 27 1029
54 748 18 834
66 1071 67 1133
65 878 53 934
6 811 60 832
8 1065 33 1118
44 1032 64 1125
41 513 52 558
58 1059 34 1074
65 797 53 855
10 747 13 827
63 755 48 833
73 813 16 869
5 502 78 537
41 963 69 981
64 623 71 682
27 544 28 603
10 694 4 751
38 606 52 681
47 639 7 688
33 1010 46 1029
60 860 49 922
30 889 23 942
14 782 5 833
70 647 6 675
26 731 47 811
43 541 40 610
28 839 26 879
46 648 62 730
29 528 15 580
36 425 23 524
52 989 75 1051
44 702 67 766
62 447 54 486
64 514 68 561
61 714 31 742
11 637 71 698
20 730 18 823
69 771 25 824
60 635 77 705
69 826 31 872
69 547 12 607
42 775 70 821
7 647 62 711
39 598 75 669
72 754 16 829
23 990 22 1031
47 877 34 911
69 840 72 918
57 1037 46 1099
23 981 30 1035
48 506 72 600
67 492 55 580
9 452 24 505
36 422 35 480
8 796 8 1031
40 625 40 870
52 843 52 1029
24 939 24 1168
40 1000 40 1238
58 658 58 914
20 482 20 685
55 1009 55 1204
77 528 77 715
45 1160 45 1378
40 356 40 605
33 1124 33 1316
36 705 36 975
58 686 58 876
47 563 47 845
6 662 6 883
40 606 40 862
12 876 12 1100
21 969 21 1202
40 911 40 1135
11 389 11 657
51 747 51 930
66 1104 66 1359
17 550 17 805
33 770 33 971
7 765 7 964
29 414 29 713
7 566 7 847
45 469 45 679
78 309 78 594
33 812 33 1073
4 766 4 971
54 1115 54 1300
6 1152 6 1351
33 630 33 899
24 451 24 683
29 788 29 998
43 467 43 755
77 577 77 826
4 600 4 784
75 953 75 1156
22 511 22 700
63 534 63 817
21 581 21 876
58 461 58 662
47 1119 47 1390
77 359 77 561
43 854 43 1043
46 355 46 624
32 1122 32 1320
60 1084 60 1292
9 1163 9 1425
28 643 28 864
9 450 9 680
59 744 59 929
36 1004 36 1296
38 396 38 659
22 993 22 1289
9 542 9 762
64 543 64 729
19 486 19 693
19 1182 19 1382
6 636 6 830
73 703 73 996
59 440 59 673
56 695 56 990
67 795 67 1015
58 389 58 573
37 635 37 925
19 974 19 1259
21 1021 21 1215
28 706 28 990
22 967 22 1240
7 919 7 1107
29 680 29 950
18 823 18 1096
44 399 44 618
43 726 43 1001
50 918 50 1214
44 1112 44 1324
69 392 69 603
46 1130 46 1344
44 458 44 660
75 383 75 637
15 1125 15 1348
71 820 71 1067
50 847 50 1107
23 1173 23 1467
9 862 9 1053
21 1003 21 1287
29 745 29 948
6 420 6 607
31 870 31 1086
