4 1000 79 
1000 1000 1000 1000 
61 835 40 906
65 1075 15 1122
5 860 44 938
31 1044 46 1116
8 921 77 987
40 796 58 854
46 982 61 1033
56 1059 22 1091
5 689 34 749
26 669 61 723
5 783 18 816
32 442 25 531
77 802 40 886
66 620 67 678
76 615 26 681
6 799 28 864
44 501 76 569
60 897 30 960
45 609 58 673
60 595 11 665
60 461 7 539
14 1045 68 1091
28 733 59 792
26 586 68 658
39 749 7 799
71 936 44 989
61 757 6 781
4 420 12 478
55 970 60 1005
55 789 9 821
51 1079 56 1164
74 1020 50 1039
68 617 42 639
60 427 48 471
4 679 52 749
55 643 34 721
62 605 37 655
16 561 35 618
19 856 54 879
33 792 22 871
58 844 48 876
67 972 49 1054
37 917 63 983
64 1053 21 1087
63 749 12 807
54 872 10 930
31 951 72 1022
12 1078 43 1142
22 463 60 547
4 532 50 571
58 1029 15 1080
7 451 24 510
15 856 40 941
62 853 42 888
8 622 52 672
51 1020 37 1053
14 909 54 958
56 862 34 944
67 938 22 1005
30 424 8 515
24 431 21 479
43 525 20 566
50 478 73 514
56 787 24 818
11 644 37 697
54 425 70 472
40 473 8 485
7 675 6 758
24 1058 4 1097
11 486 42 520
64 831 75 882
58 821 67 851
60 776 30 839
4 765 16 831
67 477 23 551
6 970 30 1023
32 885 42 953
62 986 35 1039
72 754 70 850
11 486 35 542
12 572 9 602
65 817 51 924
22 1042 51 1117
71 736 46 785
10 667 31 686
69 798 20 874
53 639 42 695
35 601 8 658
78 908 29 965
37 860 34 888
56 1025 35 1087
21 875 37 907
18 639 70 676
52 601 9 632
33 528 20 593
57 974 9 1036
60 917 65 953
29 1070 51 1111
59 757 72 798
6 778 76 855
37 738 62 787
75 1002 61 1082
51 1071 42 1113
27 438 26 494
25 903 27 959
54 895 34 932
71 597 43 638
45 1077 44 1159
62 821 31 885
56 904 69 966
34 1063 5 1150
21 904 75 953
33 763 65 819
26 922 17 1003
39 441 5 512
52 873 69 922
50 431 39 475
30 853 59 903
34 430 28 492
20 744 48 812
68 442 8 497
18 979 32 1012
19 641 51 680
58 496 15 557
4 1051 63 1093
55 703 59 735
36 984 10 1022
67 477 76 567
66 770 15 842
14 542 12 615
13 604 26 689
25 930 17 1026
65 748 74 807
46 783 12 846
63 589 22 667
15 716 74 753
50 769 58 828
75 749 35 773
63 953 73 1000
75 784 53 840
70 1043 35 1118
39 622 9 659
75 952 53 1009
65 846 62 904
13 437 29 487
44 832 29 907
42 932 25 988
30 627 46 657
74 783 51 854
29 703 34 753
12 585 26 607
6 1053 77 1077
58 1073 18 1106
59 855 72 884
64 944 67 1035
32 480 58 528
37 664 68 710
20 809 18 860
45 947 23 1016
22 1007 65 1092
55 977 13 1055
11 462 32 536
67 1042 34 1132
78 458 64 540
55 496 51 551
37 576 62 633
65 989 48 1036
63 753 58 799
67 628 61 673
32 692 28 747
59 478 40 521
20 466 11 490
14 942 48 997
21 996 27 1044
43 621 32 648
58 420 63 456
38 933 39 965
47 886 22 916
40 783 53 828
11 587 44 661
43 1033 47 1088
15 442 65 492
10 881 62 935
7 840 21 896
55 435 19 497
36 964 48 1011
74 728 77 788
74 1031 55 1072
67 427 48 486
47 486 54 540
27 695 37 758
24 454 69 481
16 745 63 803
5 686 72 721
41 437 68 496
41 1032 36 1101
31 840 40 906
8 1038 74 1099
73 1043 10 1098
63 1035 15 1105
76 478 18 538
68 698 23 745
43 845 66 909
33 952 40 1011
76 851 69 911
12 1054 26 1097
6 658 20 729
74 430 70 466
40 710 22 795
45 1006 66 1046
61 751 12 820
8 463 13 551
46 644 39 706
48 1076 31 1101
26 769 72 826
48 967 5 1027
34 493 59 540
58 878 21 950
49 851 9 910
26 836 70 892
37 1066 46 1101
75 574 40 625
5 978 59 1046
68 1041 26 1104
72 1070 31 1153
9 997 12 1022
73 705 66 774
34 463 37 510
4 825 31 884
12 782 76 841
25 906 27 961
63 968 53 1013
44 433 64 464
40 652 25 691
67 723 27 777
28 1031 61 1101
38 1069 64 1117
77 444 32 477
56 902 8 974
7 1062 74 1095
74 1025 63 1082
60 865 56 923
48 450 10 505
75 717 36 763
22 644 48 714
63 1018 30 1074
39 1069 72 1130
47 881 64 950
29 968 71 1016
62 793 63 838
27 937 74 972
15 1070 66 1151
5 891 30 969
30 562 63 621
33 1055 76 1109
8 570 41 608
45 605 43 674
29 981 15 1069
4 771 69 831
37 789 77 869
40 784 41 812
37 898 24 929
27 1059 16 1095
40 1038 30 1131
60 605 51 675
78 519 47 590
65 812 49 893
37 641 76 686
19 876 16 926
25 614 62 642
77 485 66 569
75 616 16 655
19 464 50 527
44 560 9 635
61 644 46 693
32 553 29 617
32 597 58 632
33 589 63 613
70 503 65 546
10 493 68 575
52 977 72 1012
4 539 31 591
5 501 43 548
5 690 73 768
45 969 44 1030
41 919 66 959
62 805 13 862
41 672 44 752
61 1061 39 1123
40 721 62 766
22 580 57 615
12 1061 36 1085
47 811 30 843
73 845 38 903
22 590 50 645
57 1033 33 1092
24 714 63 755
75 458 20 488
21 693 60 766
27 1037 73 1107
7 1057 11 1113
65 960 28 1029
46 1036 63 1123
21 467 59 486
5 548 31 593
17 679 16 765
26 439 25 477
23 735 7 751
32 458 8 525
26 679 37 745
68 632 9 682
49 514 47 564
24 911 72 979
46 851 11 914
47 599 24 628
42 517 31 587
75 506 60 569
25 729 57 784
18 463 50 513
12 918 14 989
68 795 39 820
72 568 17 653
4 655 30 699
23 836 41 887
69 613 60 635
69 927 47 992
27 425 5 459
66 697 29 739
18 514 31 540
19 422 40 494
21 1043 26 1115
66 1058 73 1131
22 857 59 916
68 555 36 643
51 624 66 684
68 780 69 836
38 566 75 619
55 964 44 1040
60 870 4 942
69 908 27 953
63 843 44 901
43 533 38 586
21 937 73 1022
72 746 32 831
36 1053 59 1119
68 1071 51 1120
30 677 9 734
61 960 23 1021
17 449 42 517
61 505 50 540
15 951 62 1027
9 463 35 507
45 558 59 603
67 1055 48 1110
8 442 55 480
11 806 75 820
61 900 14 979
6 1074 54 1139
20 688 6 739
67 725 28 778
18 714 57 774
46 613 35 684
64 565 46 616
37 563 4 622
45 759 78 808
77 888 75 961
78 890 10 957
4 869 69 924
13 767 11 819
69 755 72 806
69 954 74 1010
19 984 60 1058
48 546 50 572
69 470 53 505
47 539 35 580
64 424 14 459
10 1076 51 1162
20 835 53 870
4 453 5 527
24 1039 5 1111
8 906 52 953
19 744 73 806
17 985 57 1040
10 794 36 835
71 952 72 1020
59 1003 58 1066
43 476 64 538
54 986 28 1035
54 504 43 562
58 652 62 699
50 990 46 1030
34 695 71 719
60 922 65 959
51 434 40 501
31 666 35 731
51 849 32 917
43 567 50 591
5 1001 73 1046
75 507 34 540
32 544 30 603
4 893 4 1180
49 684 49 973
65 988 65 1255
22 1011 22 1195
4 560 4 846
33 372 33 655
72 920 72 1140
48 342 48 539
35 845 35 1117
78 818 78 1001
53 783 53 1078
62 1191 62 1414
11 806 11 1011
11 338 11 634
39 1009 39 1234
43 1102 43 1362
18 803 18 1016
37 850 37 1033
15 683 15 914
60 428 60 696
38 1116 38 1335
49 1130 49 1379
29 628 29 808
76 485 76 749
68 1162 68 1422
74 685 74 881
36 1197 36 1391
28 1192 28 1474
51 429 51 672
78 569 78 858
17 1196 17 1479
22 467 22 759
59 492 59 710
25 644 25 895
24 484 24 752
21 974 21 1163
53 483 53 738
41 1022 41 1228
26 346 26 537
14 1106 14 1391
34 578 34 858
31 1124 31 1400
15 649 15 867
9 478 9 679
69 635 69 840
67 1166 67 1447
56 536 56 736
35 705 35 946
43 302 43 567
8 657 8 952
40 349 40 631
15 1129 15 1376
57 786 57 974
42 976 42 1236
71 858 71 1141
14 421 14 631
70 368 70 657
69 562 69 778
39 803 39 1073
5 378 5 611
55 1187 55 1426
49 869 49 1153
77 1191 77 1436
42 997 42 1247
49 1070 49 1356
27 485 27 705
19 380 19 669
76 1018 76 1235
36 966 36 1205
13 563 13 800
27 1171 27 1403
42 352 42 558
24 1008 24 1264
58 1078 58 1312
18 1198 18 1405
34 310 34 597
61 400 61 684
37 1089 37 1314
48 971 48 1159
36 312 36 596
48 621 48 880
22 796 22 992
64 906 64 1105
50 978 50 1186
37 441 37 644
29 1108 29 1318
11 1067 11 1273
56 715 56 928
68 1101 68 1368
59 544 59 780
59 862 59 1057
50 623 50 847
29 853 29 1069
58 715 58 895
55 997 55 1216
15 913 15 1149
73 622 73 844
51 976 51 1264
54 336 54 525
5 567 5 809
69 348 69 624
35 498 35 735
9 844 9 1136
73 911 73 1132
45 839 45 1083
26 1016 26 1295
19 386 19 652
30 810 30 1094
44 331 44 553
77 1112 77 1357
20 311 20 530
4 1184 4 1440
17 381 17 637
65 513 65 698
51 841 51 1115
14 1135 14 1403
41 558 41 747
51 723 51 945
48 344 48 610
64 437 64 657
27 741 27 972
16 709 16 953
22 375 22 611
10 1098 10 1320
61 1044 61 1334
33 1109 33 1315
21 454 21 679
76 575 76 812
35 792 35 999
47 407 47 705
66 820 66 1024
51 607 51 803
24 847 24 1136
5 544 5 769
11 528 11 823
46 703 46 926
23 468 23 739
65 746 65 927
43 1133 43 1333
63 395 63 591
45 614 45 877
48 1034 48 1266
15 976 15 1167
48 551 48 783
58 684 58 968
63 693 63 985
50 477 50 666
66 1156 66 1371
32 780 32 960
62 576 62 813
7 589 7 792
69 522 69 781
41 381 41 654
31 563 31 838
60 724 60 1001
44 516 44 705
25 392 25 681
19 305 19 533
24 478 24 721
71 1155 71 1371
77 752 77 1020
68 1015 68 1255
58 1093 58 1352
28 907 28 1133
73 1077 73 1279
36 423 36 700
23 588 23 849
58 388 58 682
8 578 8 816
24 787 24 1036
6 963 6 1255
43 989 43 1202
34 1190 34 1458
78 991 78 1212
41 341 41 554
70 1055 70 1297
24 853 24 1063
27 644 27 835
52 932 52 1186
27 1020 27 1312
31 1053 31 1315
74 952 74 1201
46 693 46 874
4 1038 4 1316
15 1068 15 1296
73 919 73 1117
47 974 47 1257
25 437 25 622
28 1009 28 1195
33 547 33 791
8 399 8 636
9 422 9 697
48 903 48 1097
62 600 62 860
32 869 32 1107
75 538 75 723
71 695 71 914
71 758 71 1003
18 755 18 965
5 798 5 997
75 489 75 694
9 461 9 667
35 768 35 1027
60 871 60 1063
59 734 59 1013
44 768 44 1035
49 1158 49 1447
25 367 25 632
38 645 38 892
17 454 17 725
41 529 41 802
67 412 67 651
77 687 77 941
45 1034 45 1306
33 472 33 668
29 998 29 1279
19 303 19 540
40 357 40 647
73 429 73 695
17 600 17 887
41 795 41 1043
76 1090 76 1316
45 1104 45 1386
47 362 47 603
16 892 16 1081
25 994 25 1277
71 705 71 936
20 482 20 774
50 632 50 833
15 570 15 839
11 963 11 1237
41 1181 41 1364
73 578 73 786
37 635 37 909
38 980 38 1228
50 886 50 1122
63 993 63 1271
24 436 24 703
43 873 43 1064
49 751 49 1032
28 454 28 669
10 459 10 699
61 820 61 1013
51 472 51 717
33 431 33 671
12 314 12 496
47 567 47 795
75 1192 75 1472
73 888 73 1128
61 361 61 585
6 417 6 613
72 950 72 1161
43 417 43 656
25 610 25 874
62 831 62 1022
5 609 5 855
41 739 41 980
44 1089 44 1377
17 677 17 866
70 1180 70 1436
9 306 9 552
45 674 45 948
72 712 72 921
12 362 12 586
6 363 6 637
13 480 13 687
38 408 38 615
49 670 49 880
42 346 42 638
9 1052 9 1311
24 339 24 582
31 611 31 841
14 735 14 956
57 983 57 1172
16 1064 16 1346
16 739 16 1013
61 829 61 1117
21 781 21 962
22 706 22 971
55 318 55 605
19 565 19 805
58 651 58 922
12 410 12 665
70 510 70 806
65 948 65 1159
40 824 40 1076
36 428 36 613
31 362 31 616
42 557 42 830
20 724 20 981
16 310 16 503
31 900 31 1156
44 387 44 587
48 383 48 582
77 1127 77 1330
77 772 77 1012
33 738 33 969
26 1089 26 1299
74 322 74 591
46 934 46 1159
47 1154 47 1383
50 691 50 937
25 822 25 1095
58 472 58 764
72 672 72 886
40 401 40 629
23 1103 23 1288
31 1114 31 1347
29 1105 29 1347
31 862 31 1161
35 1136 35 1382
54 1167 54 1433
77 1077 77 1287
23 955 23 1252
65 844 65 1115
17 669 17 936
72 560 72 800
25 580 25 830
