4 250 79 
250 250 250 250 
9 469 16 514
35 770 14 831
61 648 49 716
17 447 62 477
23 1071 61 1140
18 957 75 1022
44 477 40 536
9 859 51 903
72 656 19 673
53 436 70 492
52 487 18 536
34 1079 73 1161
11 568 69 592
12 925 64 1002
76 1049 35 1123
43 829 27 886
72 1050 48 1099
74 967 41 1040
45 578 61 624
12 997 39 1039
61 437 25 471
62 635 8 678
9 442 43 501
26 425 30 463
70 485 44 548
51 1019 44 1079
15 550 65 610
60 573 69 635
21 922 10 943
50 469 44 516
17 731 57 805
20 551 50 627
47 639 78 712
77 472 76 535
15 784 8 833
63 622 18 677
38 483 23 537
73 1076 60 1149
38 1031 29 1078
13 918 40 954
28 689 16 742
13 932 58 972
27 583 37 640
6 704 49 774
47 807 38 887
31 486 70 544
68 954 60 1025
36 837 58 919
73 933 13 991
48 451 72 500
52 979 77 1026
25 1034 72 1102
70 465 27 516
31 731 46 794
75 1051 74 1118
54 744 39 778
55 740 26 787
25 822 10 892
66 618 55 675
20 996 8 1039
12 964 48 1002
45 902 12 971
21 438 12 498
37 458 68 513
16 1007 39 1083
66 467 75 493
12 965 65 1037
26 1053 8 1090
37 750 61 776
38 620 26 679
63 814 18 862
46 512 59 565
22 882 68 933
34 713 66 763
34 503 75 557
14 601 51 656
74 688 42 770
50 1068 12 1093
73 967 68 1010
32 552 62 586
39 623 16 686
67 469 27 520
11 1000 62 1032
19 459 29 532
37 506 64 539
64 908 73 984
68 816 50 873
46 514 77 566
9 434 43 509
37 1050 48 1109
13 1011 66 1057
40 503 76 591
56 505 61 577
45 1029 73 1080
28 645 34 722
60 465 71 477
6 531 42 586
74 455 7 546
40 643 71 689
74 820 55 878
24 1158 24 1456
25 827 25 1025
14 935 14 1191
47 686 47 969
33 537 33 719
55 386 55 606
50 448 50 722
56 557 56 802
65 399 65 656
46 501 46 770
33 426 33 692
52 761 52 1029
10 372 10 615
27 592 27 852
37 361 37 641
38 978 38 1210
68 569 68 834
40 980 40 1208
26 1060 26 1342
50 939 50 1233
50 667 50 894
73 589 73 790
11 528 11 732
14 430 14 697
31 417 31 625
28 359 28 553
53 860 53 1129
27 489 27 720
4 869 4 1150
69 554 69 756
73 1090 73 1281
58 744 58 942
52 372 52 618
29 1003 29 1265
46 691 46 878
38 815 38 1098
75 1095 75 1382
76 1098 76 1290
32 469 32 732
43 663 43 925
78 1158 78 1432
41 422 41 615
47 567 47 804
23 436 23 697
72 305 72 509
48 532 48 713
52 843 52 1108
12 953 12 1248
12 342 12 621
43 792 43 1040
47 976 47 1158
49 862 49 1073
48 329 48 610
42 1113 42 1367
46 1039 46 1333
57 1191 57 1423
50 528 50 804
46 772 46 1068
32 418 32 607
19 570 19 761
70 903 70 1165
46 414 46 664
76 1100 76 1325
10 1050 10 1285
66 697 66 911
39 1043 39 1259
25 681 25 969
77 778 77 1019
15 960 15 1177
14 690 14 907
20 718 20 956
36 1079 36 1322
14 1006 14 1189
12 822 12 1105
60 826 60 1067
15 793 15 1063
58 892 58 1154
51 578 51 839
37 923 37 1150
68 786 68 1006
44 932 44 1197
63 566 63 834
41 487 41 754
69 480 69 685
42 785 42 1022
25 303 25 596
38 724 38 917
28 561 28 832
54 859 54 1085
57 1134 57 1375
61 515 61 719
17 1038 17 1275
72 710 72 920
38 997 38 1283
28 1102 28 1344
14 415 14 660
73 835 73 1035
55 1114 55 1363
32 845 32 1128
69 1080 69 1345
30 485 30 676
74 1053 74 1302
13 818 13 1012
26 788 26 1059
32 986 32 1175
54 609 54 824
65 665 65 891
62 564 62 809
71 814 71 1081
64 994 64 1195
40 442 40 707
42 379 42 616
10 490 10 788
76 1050 76 1287
6 987 6 1231
19 788 19 1067
6 455 6 724
71 1078 71 1312
28 1190 28 1373
57 798 57 1018
73 1145 73 1391
73 937 73 1171
41 979 41 1225
28 850 28 1049
36 474 36 769
37 525 37 744
76 624 76 845
29 776 29 1031
46 603 46 883
40 1061 40 1282
5 942 5 1199
17 556 17 804
21 890 21 1152
24 375 24 580
32 993 32 1194
15 536 15 824
64 524 64 715
76 690 76 874
22 637 22 913
43 1060 43 1249
64 667 64 891
24 744 24 995
32 662 32 894
21 849 21 1085
6 420 6 635
40 1043 40 1297
8 821 8 1106
65 587 65 769
8 365 8 552
65 558 65 799
0 61 86 61 46 36 31 65 31 64 49 42 61 25 57 59 30 38 64 64 43 40 43 72 61 12 52 64 55 27 30 27 23 62 58 28 26 34 62 65 16 43 47 56 47 31 49 60 60 66 56 72 41 26 49 42 61 63 59 21 15 24 33 40 20 44 31 73 74 51 41 18 61 67 7 49 65 24 47 
61 0 61 86 20 46 67 50 40 36 34 31 66 57 11 67 39 55 51 69 20 28 43 48 52 55 43 22 40 46 47 57 57 49 82 41 36 46 24 60 62 50 41 64 74 43 74 81 84 48 47 52 34 41 35 22 39 33 68 44 57 46 54 61 63 20 55 64 64 29 24 55 74 52 59 64 47 52 46 
86 61 0 61 53 51 67 22 57 28 40 49 36 65 53 39 58 52 23 37 60 53 44 16 27 75 35 40 33 60 57 63 66 25 59 59 69 53 39 27 76 45 39 40 60 56 57 55 59 21 31 14 48 62 40 57 28 31 42 68 73 63 55 54 73 57 58 21 20 41 56 70 46 20 80 47 22 64 40 
61 86 61 0 68 42 31 47 51 60 53 56 27 39 76 24 52 33 45 26 71 60 43 56 41 53 46 72 50 47 44 38 41 46 5 52 64 43 69 37 46 37 46 25 15 48 15 7 3 50 44 53 53 54 52 67 54 62 22 56 48 50 36 27 42 69 37 41 42 59 65 47 16 47 55 23 49 44 42 
46 20 53 68 0 27 49 37 22 26 18 12 49 39 12 50 21 37 37 52 8 9 25 38 37 38 27 19 25 28 29 39 39 35 63 22 22 27 18 46 45 32 24 47 55 24 55 63 66 36 31 41 16 23 18 6 27 24 51 27 40 28 35 42 45 5 36 50 50 14 6 37 57 40 43 46 35 34 28 
36 46 51 42 27 0 24 29 11 32 17 16 29 17 37 29 13 10 28 32 30 19 8 37 25 26 17 37 20 11 8 16 18 26 38 13 26 4 34 31 27 9 13 25 29 8 29 38 40 31 20 37 13 15 17 26 27 31 29 20 23 14 9 16 25 28 11 38 39 22 24 20 34 32 31 21 29 14 12 
31 67 67 31 49 24 0 47 28 53 40 38 36 12 59 33 29 17 45 37 49 40 30 56 41 24 38 60 42 22 21 11 13 44 27 28 38 23 57 42 16 25 34 30 17 25 19 30 30 49 39 55 35 29 39 46 48 53 31 29 19 24 16 14 12 49 14 50 51 45 44 18 32 48 26 22 48 17 31 
65 50 22 47 37 29 47 0 36 17 22 30 21 44 41 24 38 31 2 23 44 34 23 11 7 54 14 31 14 39 36 42 45 4 44 39 50 32 28 12 55 24 19 23 42 35 40 41 45 4 10 9 29 42 21 40 12 19 26 47 52 42 34 34 52 41 37 14 14 24 39 49 32 3 59 29 4 43 19 
31 40 57 51 22 11 28 36 0 34 19 13 39 18 33 38 3 19 36 42 22 14 15 42 33 21 23 36 25 7 8 18 18 33 47 4 16 9 34 40 25 18 18 35 37 4 37 47 49 37 27 43 11 6 19 19 31 33 39 12 20 8 16 24 25 22 16 46 47 22 17 17 43 39 26 31 36 13 19 
64 36 28 60 26 32 53 17 34 0 17 24 36 47 26 38 35 37 18 38 33 27 25 13 21 54 17 15 13 39 38 46 48 16 57 37 44 34 13 28 57 29 20 36 53 35 51 55 58 14 18 17 25 39 17 31 7 4 40 45 53 42 39 42 56 30 42 29 29 15 30 50 46 18 59 40 14 44 23 
49 34 40 53 18 17 40 22 19 17 0 10 33 32 25 34 20 25 21 36 23 14 11 25 21 38 10 21 9 24 22 31 33 19 49 21 30 19 19 29 42 18 8 31 42 19 41 48 51 21 15 27 9 24 2 20 14 16 35 29 37 26 25 30 41 21 27 34 34 7 18 34 41 24 44 31 20 29 12 
42 31 49 56 12 16 38 30 13 24 10 0 39 29 22 39 13 25 30 42 16 5 14 34 29 32 18 24 17 19 19 29 30 27 52 15 21 16 22 36 37 20 14 36 44 14 44 52 54 30 22 36 4 17 10 13 22 22 40 22 32 20 24 31 37 14 25 42 43 10 11 29 46 33 37 35 28 25 17 
61 66 36 27 49 29 36 21 39 36 33 39 0 38 56 4 41 24 20 4 54 44 27 31 16 51 24 49 28 38 35 36 39 21 24 41 54 32 46 11 48 22 26 6 25 37 22 21 25 25 20 27 36 44 32 51 30 38 6 48 47 42 29 23 45 52 32 17 18 38 49 45 12 21 55 14 24 39 23 
25 57 65 39 39 17 12 44 18 47 32 29 38 0 50 36 19 15 43 40 39 31 24 52 39 15 33 52 36 12 12 3 3 41 36 18 28 15 49 42 12 21 28 32 25 16 26 38 38 46 35 52 26 18 32 36 43 47 35 18 11 13 11 16 10 38 7 50 51 37 34 9 37 46 19 25 44 7 27 
57 11 53 76 12 37 59 41 33 26 25 22 56 50 0 57 32 46 41 59 15 20 34 39 42 49 33 14 30 39 39 49 50 39 72 33 32 38 15 50 56 40 32 54 65 35 64 71 74 38 37 43 25 34 25 16 29 24 59 38 50 39 45 52 56 14 46 54 54 19 17 48 65 43 54 55 38 45 36 
