4 500 79 
500 500 500 500 
18 445 21 520
70 583 72 647
61 557 9 609
21 452 11 519
9 958 74 1022
55 665 52 739
54 960 70 1023
75 828 62 871
55 799 19 845
75 831 45 913
6 884 41 913
65 634 50 688
54 1027 49 1070
69 962 55 1008
19 687 53 730
20 456 49 516
67 894 16 915
17 476 10 536
31 699 53 733
34 719 65 771
5 670 10 726
21 720 9 757
13 863 50 922
31 615 16 649
16 512 12 560
17 426 59 483
6 1042 72 1108
22 798 7 845
73 463 54 518
61 842 14 888
25 706 41 748
44 471 8 532
6 746 7 782
59 1020 58 1057
46 536 24 594
22 573 52 608
14 769 60 849
32 968 29 1054
50 657 15 696
60 771 72 858
20 663 70 691
53 1046 50 1068
26 1057 58 1147
45 501 64 565
57 535 29 622
46 829 76 884
8 440 12 525
35 772 39 830
63 818 32 836
22 539 39 604
15 1052 68 1106
71 964 66 1032
41 894 66 922
68 621 6 664
26 640 24 715
10 653 28 718
27 431 51 493
36 854 35 955
29 841 45 874
18 656 42 705
70 624 16 643
5 600 20 660
31 1031 53 1080
42 685 4 771
50 1033 8 1088
69 1044 30 1126
7 720 41 782
72 558 61 629
20 1014 45 1067
55 1028 5 1085
39 447 36 498
53 431 75 476
66 815 4 881
75 857 10 893
39 812 72 863
19 530 8 559
9 790 32 873
36 938 23 1007
8 496 39 550
53 848 30 892
57 846 78 932
20 548 61 600
48 720 65 787
46 919 15 941
25 639 28 704
62 796 18 832
11 745 54 809
48 656 16 734
74 551 30 629
48 892 10 1001
60 792 24 851
65 889 21 946
39 673 10 739
47 508 48 573
15 1069 42 1107
22 531 20 626
69 562 4 634
56 948 66 1005
37 967 56 1018
41 1051 66 1073
55 778 6 823
34 684 12 722
45 731 76 822
26 724 14 753
75 582 55 646
34 433 40 513
9 974 53 1011
26 1077 74 1108
74 1056 15 1090
32 578 28 618
57 866 25 920
23 994 24 1063
28 972 36 1040
25 936 11 994
61 632 8 679
51 479 28 548
53 1053 60 1118
33 452 58 504
23 1073 54 1117
59 655 61 700
47 1056 39 1102
64 434 45 489
31 785 29 855
40 993 27 1027
25 897 4 936
72 600 62 641
7 608 51 674
20 487 73 528
13 951 65 1012
22 445 16 543
61 428 34 464
76 731 19 779
21 469 77 510
49 458 12 481
12 1061 59 1112
34 1065 54 1114
24 453 6 520
36 589 41 615
49 450 42 521
9 1049 20 1066
23 880 62 910
66 630 9 705
75 498 46 521
58 738 8 800
34 605 55 688
44 785 58 829
27 472 43 510
8 641 27 710
28 934 19 993
9 843 39 873
67 835 32 920
47 920 10 974
12 866 57 920
16 729 24 765
47 956 30 1025
36 544 8 579
24 986 72 1052
68 536 28 573
65 496 11 554
25 520 59 595
39 525 73 585
52 788 65 867
53 679 37 750
42 827 37 899
41 920 73 976
41 1074 48 1129
54 580 49 635
67 463 26 534
40 755 21 800
29 747 15 828
12 566 71 606
18 999 43 1051
7 1052 41 1104
16 483 6 526
28 1061 68 1108
38 514 72 597
53 1069 78 1123
45 723 47 808
71 420 59 495
54 755 47 836
73 830 15 874
68 738 20 824
16 673 45 742
43 514 50 543
37 427 47 500
19 463 13 506
65 694 37 745
47 904 35 985
29 669 71 757
6 438 62 494
16 564 6 631
7 995 30 1055
4 1031 43 1074
4 437 71 484
76 472 63 530
51 917 72 979
22 899 54 957
6 916 20 951
36 988 77 1039
66 1065 35 1140
40 694 40 948
62 465 62 714
