4 250 79 
250 250 250 250 
71 887 57 943
65 1048 28 1116
33 576 50 628
67 460 28 511
28 1056 66 1121
13 497 45 562
68 907 13 963
5 962 75 1000
20 620 26 689
11 982 19 1079
43 843 24 906
30 983 13 1023
36 868 52 904
34 802 39 855
29 437 17 496
32 850 67 915
24 1075 63 1131
20 634 27 683
37 802 43 838
35 1060 64 1095
37 832 19 885
56 502 41 556
63 933 38 995
4 555 53 640
26 917 58 975
69 1043 49 1101
54 637 14 708
52 428 38 489
30 743 31 798
37 431 70 464
49 970 76 1011
38 635 61 730
44 779 78 846
50 622 66 710
46 1016 60 1076
47 521 37 596
52 742 57 812
42 673 31 707
34 989 45 1072
37 940 42 967
25 611 35 628
19 661 6 727
68 469 78 516
72 682 66 775
36 788 18 847
31 1011 75 1056
53 708 77 785
71 604 65 689
40 608 10 644
4 728 59 773
23 1065 39 1106
5 429 17 510
35 588 17 617
66 590 74 619
5 907 46 965
37 447 15 507
69 988 23 1074
77 1056 75 1123
20 867 15 898
40 475 44 508
18 510 41 541
9 492 72 552
39 538 76 581
63 532 33 600
45 440 26 499
64 1070 18 1126
21 698 13 729
27 691 20 751
74 825 38 904
21 1053 47 1103
26 617 11 637
22 435 42 490
34 1047 67 1106
37 503 10 569
47 894 14 909
9 1053 16 1117
15 1021 28 1068
52 704 75 763
48 757 67 817
16 844 76 883
55 609 63 664
69 827 44 914
28 483 61 547
67 504 13 554
55 797 5 851
61 454 41 493
28 629 10 689
51 1037 20 1099
78 1021 77 1050
19 1056 60 1075
16 663 75 700
72 740 39 762
32 709 62 755
7 956 32 1019
32 769 78 813
68 595 9 653
20 690 32 726
8 594 29 641
38 707 14 795
70 1075 74 1138
19 1033 19 1284
23 1180 23 1363
66 626 66 855
21 632 21 906
71 1162 71 1380
12 1115 12 1355
29 479 29 726
44 316 44 561
27 1093 27 1327
53 1132 53 1396
68 1066 68 1358
50 734 50 976
59 908 59 1140
26 570 26 784
24 1037 24 1275
63 911 63 1139
77 869 77 1054
64 794 64 1090
53 709 53 898
43 1021 43 1288
52 1097 52 1370
32 1038 32 1305
64 969 64 1206
73 865 73 1053
69 533 69 720
60 915 60 1176
56 346 56 581
28 821 28 1066
33 1112 33 1325
45 555 45 842
37 334 37 594
51 961 51 1232
20 858 20 1060
12 1187 12 1394
74 399 74 641
59 533 59 762
57 889 57 1133
45 492 45 751
76 997 76 1249
74 937 74 1178
73 640 73 838
46 902 46 1168
48 968 48 1193
33 888 33 1127
19 698 19 973
9 350 9 570
43 702 43 990
61 366 61 647
60 553 60 815
18 669 18 863
57 1016 57 1280
30 641 30 883
20 1133 20 1426
18 315 18 586
55 457 55 720
75 731 75 962
10 1041 10 1252
34 920 34 1205
60 1007 60 1264
6 1146 6 1329
15 692 15 942
24 487 24 779
53 1098 53 1369
36 637 36 841
27 354 27 541
67 876 67 1136
5 579 5 772
46 723 46 934
59 877 59 1152
70 1156 70 1392
68 1029 68 1278
56 331 56 625
31 738 31 988
26 673 26 908
49 555 49 810
19 995 19 1196
20 316 20 534
68 1000 68 1203
10 1079 10 1370
51 1106 51 1316
8 1040 8 1313
49 629 49 826
8 408 8 690
75 1117 75 1383
4 664 4 916
23 665 23 856
78 1124 78 1372
22 600 22 833
68 855 68 1145
35 793 35 1010
46 600 46 861
12 599 12 805
56 675 56 860
69 642 69 833
65 471 65 687
74 403 74 607
18 801 18 1097
14 453 14 750
33 922 33 1192
63 848 63 1065
5 614 5 863
75 1195 75 1385
77 494 77 779
55 542 55 782
27 638 27 872
6 1195 6 1489
73 853 73 1054
30 1060 30 1243
46 1134 46 1430
27 1116 27 1362
53 1095 53 1288
10 870 10 1106
9 459 9 690
36 709 36 995
23 910 23 1198
78 1040 78 1233
18 378 18 595
21 663 21 885
12 1097 12 1365
78 785 78 1055
33 721 33 947
73 647 73 886
46 337 46 605
57 810 57 1088
5 347 5 616
19 813 19 1042
37 1106 37 1405
42 1172 42 1358
17 1148 17 1346
73 329 73 547
26 441 26 669
63 634 63 869
10 304 10 588
42 436 42 697
30 667 30 956
45 631 45 827
42 433 42 643
51 575 51 864
25 1150 25 1394
41 657 41 909
21 372 21 589
45 657 45 907
58 680 58 912
69 574 69 791
66 949 66 1145
77 1079 77 1376
8 892 8 1121
4 568 4 849
64 584 64 785
61 1050 61 1235
0 61 86 61 19 46 18 53 40 20 37 54 58 65 56 45 55 66 58 61 54 69 39 23 26 43 44 26 54 56 51 65 29 50 32 46 37 57 54 44 14 53 50 61 25 39 64 48 30 44 44 42 22 61 24 62 64 57 73 39 57 50 30 59 59 17 56 51 70 69 42 60 40 27 39 52 62 30 47 
61 0 61 86 62 24 45 22 47 59 70 72 16 37 77 63 40 70 48 5 46 54 36 46 48 67 68 42 53 81 20 50 57 13 67 68 43 48 20 28 56 67 52 22 40 24 44 75 67 42 30 20 48 42 58 54 62 54 51 55 5 76 42 70 82 45 82 36 55 46 36 35 27 40 62 45 62 62 70 
86 61 0 61 73 49 70 45 47 70 65 50 47 27 55 51 33 35 29 57 33 18 49 64 61 56 56 62 34 59 47 22 61 57 66 54 50 30 46 49 73 47 38 40 64 61 23 60 68 43 47 63 65 27 66 27 29 31 14 51 60 59 57 43 57 74 60 37 18 19 46 30 54 61 56 35 31 64 55 
61 86 61 0 43 63 57 66 40 43 25 15 73 60 10 24 49 27 44 83 43 47 51 50 46 22 20 53 37 7 67 47 36 75 30 20 45 43 68 59 50 20 36 69 56 69 52 15 32 45 56 73 49 52 40 40 34 37 55 32 82 12 49 20 5 62 6 52 47 55 51 58 62 54 27 44 32 33 17 
19 62 73 43 0 42 20 48 27 5 19 36 55 55 38 27 44 49 45 60 41 56 31 17 16 25 26 21 40 38 47 52 13 50 14 28 26 44 50 38 9 35 36 55 23 40 53 29 12 33 37 44 15 50 8 48 48 43 60 23 58 32 22 41 41 24 38 42 56 57 34 51 37 23 21 40 46 12 29 
46 24 49 63 42 0 28 8 24 38 48 49 14 24 54 40 21 49 28 21 25 37 13 26 27 43 45 22 31 57 7 33 34 13 44 44 19 28 9 5 37 44 29 16 22 13 28 52 45 19 7 15 28 25 37 35 41 33 37 32 20 53 20 48 59 30 58 15 38 32 13 20 6 20 39 23 41 39 47 
18 45 70 57 20 28 0 35 26 17 34 46 41 48 50 36 39 55 43 44 39 54 22 8 13 36 38 9 41 51 34 50 21 34 29 39 22 42 36 26 12 44 37 43 7 23 48 43 28 29 27 27 9 45 19 48 51 44 57 28 41 46 15 50 54 6 52 35 55 53 26 44 23 10 31 37 50 25 41 
53 22 45 66 48 8 35 0 28 44 52 52 8 19 57 43 20 49 27 18 26 35 18 33 33 47 49 29 32 61 3 31 40 13 50 48 24 27 3 11 44 47 31 9 29 18 25 56 51 22 12 19 35 22 43 34 41 33 33 37 18 57 27 50 62 37 62 15 36 28 17 17 13 27 43 24 41 45 51 
40 47 47 40 27 24 26 28 0 24 26 26 35 30 31 17 18 30 19 44 15 30 12 19 16 20 22 19 15 34 29 26 16 36 24 21 7 18 30 20 27 22 11 33 22 30 26 29 26 8 18 34 20 23 21 23 26 18 34 10 43 30 13 27 36 31 35 17 30 31 12 26 23 19 16 13 25 20 24 
20 59 70 43 5 38 17 44 24 0 19 35 51 52 37 26 40 47 41 57 38 53 27 14 12 24 25 18 37 37 44 49 10 47 14 27 23 41 46 35 8 33 33 52 20 36 49 29 13 29 34 41 12 46 5 45 45 40 57 20 54 32 19 40 41 22 38 38 53 54 30 48 34 20 20 36 44 11 28 
37 70 65 25 19 48 34 52 26 19 0 20 60 53 20 15 41 35 39 68 36 48 35 29 25 10 10 32 32 20 53 45 15 58 6 13 29 39 54 44 26 21 29 58 35 50 48 11 8 32 42 54 27 46 17 39 37 35 54 17 66 14 30 27 23 39 20 42 48 53 37 50 45 33 11 36 35 11 13 
54 72 50 15 36 49 46 52 26 35 20 0 59 46 7 11 35 17 30 68 29 35 38 39 35 12 12 41 22 11 53 34 27 61 24 9 32 29 53 45 42 6 22 55 45 55 39 12 26 31 43 59 39 38 31 27 22 24 42 20 68 10 36 8 11 52 12 38 34 42 37 43 48 42 16 30 20 25 8 
58 16 47 73 55 14 41 8 35 51 60 59 0 22 64 51 26 55 33 12 32 39 26 39 40 55 56 35 39 68 8 36 47 12 57 55 32 33 6 18 50 54 38 8 35 21 29 63 58 29 19 20 41 27 50 40 47 39 36 44 14 64 33 57 69 42 69 22 40 31 24 21 19 33 51 30 47 52 58 
65 37 27 60 55 24 48 19 30 52 53 46 22 0 51 41 13 38 17 33 18 19 27 43 41 46 47 40 24 56 22 16 45 32 52 45 30 17 20 24 53 41 26 15 42 36 9 53 54 23 23 37 44 9 49 22 29 23 15 37 35 53 36 42 56 51 57 15 19 10 24 5 29 39 43 18 30 49 48 
56 77 55 10 38 54 50 57 31 37 20 7 64 51 0 16 41 21 35 74 34 40 43 43 39 15 13 45 28 5 58 39 30 66 25 12 37 35 59 50 44 11 27 61 49 60 44 10 27 36 48 64 42 43 34 32 27 29 47 24 73 7 41 12 6 55 7 44 39 47 42 49 53 46 20 35 25 27 10 
