4 500 79 
500 500 500 500 
29 944 74 998
14 954 64 998
24 1066 67 1137
13 428 47 485
70 533 34 552
35 714 52 745
41 1038 66 1117
13 1053 74 1138
48 756 52 818
28 956 60 1006
52 1055 25 1089
41 775 10 821
41 771 33 808
54 469 32 494
34 648 21 680
53 577 44 628
30 441 60 483
26 633 45 707
32 803 60 833
31 952 60 975
33 984 14 1042
78 582 28 624
41 632 26 700
36 885 39 954
24 684 71 720
61 757 6 817
4 420 12 493
55 970 60 1014
55 789 9 861
51 1079 56 1144
74 1020 50 1059
68 617 42 632
60 427 48 506
4 679 52 722
55 643 34 724
62 605 37 659
16 561 35 655
19 856 54 881
33 792 22 854
58 844 48 883
67 972 49 1025
37 917 63 969
64 1053 21 1125
63 749 12 801
54 872 10 913
31 951 72 985
12 1078 43 1165
22 463 60 545
4 532 50 619
58 1029 15 1064
7 451 24 490
15 856 40 880
62 853 42 878
8 622 52 669
51 1020 37 1054
14 909 54 980
56 862 34 926
67 938 22 969
30 424 8 490
24 431 21 499
43 525 20 559
50 478 73 531
56 787 24 842
11 644 37 693
54 425 70 467
40 473 8 500
7 675 6 773
24 1058 4 1110
11 486 42 521
64 831 75 912
58 821 67 864
60 776 30 819
4 765 16 839
67 477 23 525
6 970 30 1058
32 885 42 926
62 986 35 1044
72 754 70 839
11 486 35 536
12 572 9 668
65 817 51 883
22 1042 51 1130
71 736 46 812
10 667 31 737
69 798 20 884
53 639 42 683
35 601 8 641
78 908 29 951
37 860 34 886
56 1025 35 1080
21 875 37 912
18 639 70 659
52 601 9 640
33 528 20 580
57 974 9 1019
60 917 65 988
29 1070 51 1112
59 757 72 799
6 778 76 869
37 738 62 791
75 1002 61 1059
51 1071 42 1114
27 438 26 519
25 903 27 995
54 895 34 931
71 597 43 655
45 1077 44 1171
62 821 31 876
56 904 69 951
34 1063 5 1140
21 904 75 959
33 763 65 814
26 922 17 949
39 441 5 519
52 873 69 930
50 431 39 500
30 853 59 879
34 430 28 466
20 744 48 789
68 442 8 471
18 979 32 1021
19 641 51 677
58 496 15 541
4 1051 63 1109
55 703 59 762
36 984 10 1027
67 477 76 572
66 770 15 828
14 542 12 634
13 604 26 674
25 930 17 990
65 748 74 777
46 783 12 846
63 589 22 644
15 716 74 742
50 769 58 824
75 749 35 798
63 953 73 1009
75 784 53 820
70 1043 35 1114
39 622 9 677
75 952 53 989
65 846 62 916
13 437 29 468
44 832 29 904
42 932 25 987
30 627 46 683
74 783 51 843
29 703 34 750
12 585 26 644
6 1053 77 1125
58 1073 18 1106
59 855 72 885
64 944 67 1041
32 480 58 531
37 664 68 716
20 809 18 831
45 947 23 989
22 1007 65 1080
55 977 13 1028
11 462 32 495
67 1042 34 1088
78 458 64 525
55 496 51 560
37 576 62 637
65 989 48 1041
63 753 58 807
67 628 61 688
32 692 28 755
59 478 40 530
20 466 11 500
14 942 48 1009
21 996 27 1035
43 621 32 668
58 420 63 464
38 933 39 993
47 886 22 944
40 783 53 821
11 587 44 623
43 1033 47 1087
15 442 65 471
10 881 62 952
7 840 21 923
55 435 19 532
36 964 48 1001
74 728 77 787
74 1031 55 1097
67 427 48 475
47 486 54 540
27 695 37 754
24 454 69 522
16 745 63 784
5 686 72 705
41 437 68 494
41 1032 36 1078
31 840 40 925
8 1038 74 1074
73 1043 10 1118
63 1035 15 1108
76 478 18 547
68 994 68 1223
68 878 68 1147
43 887 43 1148
19 1025 19 1235
33 1011 33 1274
66 772 66 1048
76 1190 76 1481
54 491 54 712
12 772 12 1034
9 934 9 1114
6 1141 6 1372
69 1018 69 1219
74 966 74 1165
59 610 59 891
40 393 40 582
47 890 47 1090
45 437 45 652
44 466 44 687
61 833 61 1090
6 391 6 652
8 909 8 1099
31 1063 31 1289
46 410 46 615
46 824 46 1008
48 402 48 675
15 956 15 1137
26 1193 26 1410
27 949 27 1242
48 1051 48 1345
74 787 74 1018
34 1180 34 1381
52 853 52 1125
58 392 58 691
34 878 34 1121
49 905 49 1152
39 311 39 510
26 666 26 906
13 656 13 910
37 1092 37 1317
57 766 57 962
75 936 75 1129
13 574 13 821
5 1180 5 1377
47 1158 47 1444
68 1147 68 1388
19 681 19 869
72 927 72 1127
4 470 4 721
9 1058 9 1322
70 457 70 662
73 587 73 802
8 705 8 925
34 933 34 1195
69 1003 69 1276
4 777 4 1045
40 1005 40 1225
12 1197 12 1429
47 782 47 1032
25 848 25 1065
17 1086 17 1317
63 874 63 1098
56 788 56 1067
44 885 44 1159
56 613 56 793
40 696 40 993
57 1012 57 1225
67 323 67 607
54 543 54 741
28 807 28 992
50 431 50 681
38 510 38 777
26 1189 26 1378
77 1078 77 1302
45 1104 45 1366
56 1054 56 1247
61 902 61 1082
7 970 7 1199
27 882 27 1065
74 359 74 618
70 425 70 679
60 877 60 1069
57 505 57 714
48 831 48 1084
21 450 21 637
75 482 75 764
63 537 63 833
22 344 22 573
56 644 56 869
63 1076 63 1365
69 1018 69 1245
39 968 39 1148
9 1069 9 1357
47 960 47 1161
70 521 70 806
29 367 29 583
40 608 40 822
62 884 62 1105
65 1153 65 1338
27 820 27 1075
19 937 19 1181
15 962 15 1189
7 590 7 800
5 551 5 805
78 351 78 634
30 1109 30 1395
22 382 22 564
33 747 33 1034
59 395 59 666
8 1087 8 1276
27 1110 27 1364
45 1089 45 1313
34 425 34 688
29 536 29 738
4 1161 4 1390
4 965 4 1181
63 411 63 624
37 1123 37 1305
27 789 27 1070
40 337 40 533
11 784 11 1072
37 995 37 1187
65 898 65 1131
27 312 27 551
66 699 66 967
40 926 40 1131
43 318 43 578
60 872 60 1087
45 425 45 620
78 1018 78 1251
74 339 74 566
65 345 65 597
60 1172 60 1447
37 972 37 1176
39 461 39 753
19 387 19 567
71 696 71 956
25 1183 25 1448
76 794 76 988
