4 750 79 
750 750 750 750 
59 1073 24 1117
43 1018 65 1094
8 1062 26 1098
27 596 53 648
21 457 54 553
10 474 25 566
74 916 16 962
8 1070 32 1104
13 734 37 791
60 675 78 778
50 783 73 838
36 1058 22 1103
63 435 41 489
32 668 6 735
55 496 14 560
76 680 31 734
13 671 9 743
30 789 28 853
62 461 4 495
76 915 56 989
31 1023 41 1046
56 736 70 807
5 788 70 850
29 618 57 661
36 1070 61 1096
74 684 6 773
67 1033 14 1105
75 1029 4 1037
33 848 6 915
17 756 25 808
23 826 48 866
14 523 9 589
64 993 40 1044
35 587 33 658
36 617 23 655
67 846 62 870
26 546 20 582
48 625 17 681
71 539 22 598
58 784 5 798
18 462 54 489
73 455 64 481
47 646 14 722
34 1002 53 1056
41 427 16 474
53 513 11 598
52 1058 59 1099
14 863 73 898
46 1057 59 1091
50 674 20 684
35 494 58 532
9 592 23 642
12 940 75 971
46 1000 27 1020
67 730 26 779
73 640 55 714
63 905 22 949
54 888 68 957
19 1053 9 1098
27 584 76 640
25 852 56 903
63 983 19 1047
11 1031 64 1098
69 971 8 1002
4 816 24 869
8 545 15 596
63 588 44 665
9 1059 32 1082
48 791 53 854
6 464 18 523
65 558 67 601
50 836 32 894
72 663 23 709
4 599 73 672
53 1027 4 1088
78 955 25 1001
17 1069 34 1124
52 946 35 988
28 979 51 1034
58 790 55 844
51 787 6 852
67 922 16 954
6 467 20 520
59 549 64 593
4 587 19 637
22 450 15 516
24 580 61 654
70 879 24 930
12 521 75 561
24 1003 48 1065
47 510 21 562
77 479 6 537
16 946 30 1013
24 734 72 771
55 699 44 789
57 925 30 972
55 848 42 896
68 633 48 689
61 966 42 1014
56 467 25 530
64 459 54 487
10 614 42 674
6 472 10 492
77 704 24 746
9 784 72 828
42 1020 39 1056
68 431 9 470
24 793 44 875
26 657 56 678
21 436 8 490
50 439 43 481
26 811 30 877
11 611 50 642
74 758 48 823
68 600 66 643
70 936 65 989
22 673 61 707
55 926 45 996
44 623 6 677
7 472 39 538
73 811 17 837
19 752 59 793
73 426 30 473
18 632 4 692
13 716 34 783
34 537 55 586
