4 1000 79 
1000 1000 1000 1000 
69 845 50 876
50 1036 57 1052
78 957 61 1002
78 433 75 487
37 694 33 750
37 929 26 965
71 640 77 709
12 875 65 934
26 698 41 731
40 634 43 696
74 558 53 623
64 960 36 1000
39 472 60 542
69 833 27 870
64 702 5 774
76 444 39 511
18 803 30 835
38 520 52 569
12 1061 61 1107
62 638 53 684
7 492 30 537
61 823 9 876
55 785 4 813
69 682 59 733
45 951 25 1002
32 497 38 550
27 761 42 813
10 986 7 1049
45 437 69 517
30 841 18 881
48 898 21 1005
73 751 61 813
20 838 28 902
53 433 36 472
4 971 78 987
48 479 56 561
26 799 78 851
62 429 66 469
40 874 71 953
50 609 63 674
57 444 45 511
57 879 77 905
42 428 14 469
67 602 55 658
23 598 21 666
71 687 31 729
34 484 50 512
50 872 63 928
20 984 34 1033
58 959 54 1004
15 978 67 1045
23 801 66 868
75 816 34 885
5 1047 67 1121
20 716 56 803
8 500 69 551
7 981 74 1068
78 576 30 594
21 647 31 703
8 961 21 1023
56 713 20 792
48 851 14 914
76 1037 51 1070
77 843 51 859
60 672 55 726
9 662 59 723
40 743 25 773
47 472 26 548
78 678 32 715
37 724 9 761
10 1079 41 1176
11 477 52 516
36 963 77 1031
41 737 31 798
59 746 12 812
60 512 27 563
56 593 20 654
58 893 17 961
9 919 37 965
35 1033 26 1090
62 1047 31 1092
4 443 57 505
67 793 8 870
47 640 44 695
9 570 13 642
76 924 15 1019
34 946 42 1003
58 478 40 523
60 954 68 1048
4 1049 63 1069
77 1022 49 1076
25 657 10 687
11 867 57 904
15 1029 59 1094
73 630 28 723
44 877 49 922
63 1028 34 1084
27 468 70 500
45 427 24 505
34 441 32 513
64 618 29 663
25 935 6 981
47 537 15 632
55 628 15 692
56 939 36 980
46 966 55 1016
52 432 15 483
27 901 71 961
38 569 7 622
40 700 9 775
50 427 43 487
73 468 68 523
14 957 59 1025
28 500 63 555
27 449 43 489
69 430 33 498
58 552 73 623
29 451 32 498
38 1035 69 1104
76 1009 52 1085
43 978 67 1016
41 447 51 530
23 425 65 462
48 483 11 549
12 462 57 504
43 976 46 1000
49 1049 41 1104
42 1039 67 1089
57 708 70 739
46 1078 26 1137
19 1023 49 1081
46 740 43 771
10 1057 4 1111
39 501 72 580
77 960 32 1009
14 898 19 980
36 466 33 516
12 826 76 879
15 472 47 551
51 443 57 495
68 572 40 611
63 487 45 530
69 965 34 1020
25 904 7 951
28 859 40 928
57 695 13 754
17 890 67 930
38 1042 26 1096
14 1015 44 1072
55 845 68 914
69 485 34 530
74 998 7 1065
26 806 42 877
54 665 13 724
62 1054 43 1087
64 1042 23 1080
42 670 8 721
76 627 4 687
19 635 42 691
71 1010 32 1052
57 965 52 1003
73 979 41 1061
28 1074 29 1109
37 624 4 654
29 603 30 665
40 762 15 822
17 890 35 965
24 453 4 536
15 851 37 921
19 696 53 741
14 884 28 955
73 832 45 875
28 875 15 927
72 1005 33 1024
66 1027 36 1085
37 788 50 868
36 1013 28 1079
40 1048 56 1113
74 915 57 961
39 567 23 619
32 808 38 840
77 932 49 1004
71 526 12 565
47 1024 27 1076
29 901 75 990
58 1052 76 1120
17 440 25 510
74 556 5 613
21 459 51 518
23 674 39 734
11 444 66 495
14 441 32 473
72 555 64 596
36 728 30 759
64 996 69 1067
21 679 28 719
72 907 15 973
28 910 73 985
58 972 16 1049
29 742 48 804
58 584 30 645
68 452 76 495
13 1073 69 1108
67 496 64 516
44 1059 13 1090
36 1075 63 1115
13 1036 72 1114
5 670 27 721
38 590 67 620
57 1000 40 1050
25 1063 10 1122
41 538 39 629
58 1058 33 1129
68 546 4 606
56 814 67 877
71 645 38 690
71 496 18 556
7 650 43 692
12 1002 18 1043
32 717 4 736
35 945 10 1021
23 913 31 941
67 911 50 979
60 1007 56 1067
5 1068 78 1112
17 931 41 987
62 444 61 464
33 472 16 516
72 503 44 576
66 496 20 568
60 549 9 585
29 490 78 557
56 788 38 852
68 477 26 555
54 526 39 584
14 887 22 944
25 904 41 982
58 1019 62 1083
73 461 8 499
41 471 50 559
23 989 13 1054
27 969 76 1020
54 663 53 702
59 484 72 540
75 642 62 690
32 552 36 602
14 617 58 681
9 560 20 620
74 680 66 744
55 653 76 702
54 883 14 909
50 461 70 516
21 805 44 882
28 1064 5 1117
49 754 54 845
12 691 19 755
50 484 60 549
65 722 44 770
10 1064 8 1109
67 532 57 595
18 438 29 485
15 471 50 519
25 677 18 740
37 1005 5 1047
55 1044 63 1105
36 855 41 892
74 1059 17 1120
21 1028 78 1083
31 446 62 471
47 830 17 903
59 586 29 626
12 990 56 1009
29 713 58 759
41 575 24 654
8 547 64 621
53 949 64 989
58 555 34 596
53 703 58 741
77 935 46 1002
73 610 54 668
40 969 7 1041
38 545 27 600
20 423 37 496
37 1059 5 1116
62 663 44 736
69 564 66 637
61 756 37 811
60 1037 47 1112
76 493 32 536
34 466 28 524
64 580 52 634
21 638 35 740
60 478 7 534
65 586 13 659
36 446 54 480
15 1038 36 1108
50 1055 55 1098
65 865 32 883
64 720 55 789
71 544 40 609
69 939 4 1012
35 831 49 865
43 434 7 496
48 576 65 644
71 915 15 957
5 877 76 950
62 662 43 715
41 705 23 767
10 802 34 857
31 851 34 923
