4 1000 79 
1000 1000 1000 1000 
48 950 21 1011
55 1050 50 1084
65 627 75 700
20 873 55 905
67 1067 24 1111
25 880 35 941
23 733 45 806
67 561 74 610
77 811 29 869
23 886 51 922
29 445 28 511
10 753 12 814
78 560 12 652
56 459 25 520
43 1063 38 1126
18 437 33 484
21 989 62 1072
49 430 8 452
30 795 73 844
53 657 75 733
55 920 42 975
78 550 33 626
75 683 76 744
62 972 34 1029
25 1019 33 1052
4 1063 16 1114
43 583 19 643
55 632 39 670
42 470 71 508
32 1062 26 1122
37 698 19 722
56 618 29 661
34 1058 54 1101
13 907 53 948
55 825 69 851
53 853 15 887
57 1054 23 1131
27 661 52 722
34 1025 29 1075
38 1059 56 1105
15 548 8 588
12 771 22 803
61 648 30 694
10 820 52 875
16 1055 58 1097
71 911 69 939
29 1028 5 1062
69 453 9 483
45 609 5 650
39 977 29 1020
41 1000 18 1076
70 947 54 1039
14 1060 57 1142
63 452 19 512
34 999 28 1086
31 1045 29 1086
44 952 37 994
6 1025 56 1058
35 653 66 690
35 1011 38 1070
69 778 72 814
64 1055 54 1113
46 751 56 798
21 1041 69 1095
57 425 31 483
35 753 17 832
54 778 39 826
54 1073 8 1115
15 461 60 526
64 896 41 964
36 420 63 467
17 695 42 793
37 869 53 931
57 878 8 938
52 780 15 832
46 1053 41 1095
56 970 33 1022
32 895 7 983
72 483 9 550
14 664 4 685
11 939 72 970
39 459 29 505
40 463 44 521
36 582 56 632
43 671 49 725
41 478 67 521
6 1044 66 1070
16 587 13 621
72 539 14 621
14 705 59 791
47 913 61 975
18 446 7 509
76 626 57 697
4 1003 45 1035
13 918 29 973
43 825 30 858
49 1007 65 1050
16 1077 10 1130
23 484 32 528
15 1077 27 1135
53 552 12 626
19 602 24 655
46 1071 42 1129
39 944 22 1009
70 1026 9 1086
68 436 53 478
77 957 47 1030
11 1072 59 1118
17 674 36 762
30 530 44 584
78 473 21 549
31 652 52 705
50 787 77 842
70 769 52 864
55 950 46 972
69 1003 59 1056
76 778 7 831
9 816 18 863
43 1074 12 1112
75 1003 72 1040
45 550 22 610
6 832 57 899
42 956 9 1029
41 706 42 747
63 1046 11 1133
56 961 23 998
4 590 62 643
66 1035 35 1071
69 842 23 917
46 1020 65 1090
56 744 66 791
48 1078 12 1133
62 1031 63 1083
10 996 63 1058
5 768 35 808
45 766 25 813
60 847 13 916
43 537 21 608
21 849 48 895
27 841 49 886
61 474 72 501
47 980 10 1010
19 1005 9 1063
15 456 48 490
35 1032 12 1080
35 898 41 946
7 971 41 1066
17 1045 15 1113
41 621 21 697
25 793 69 806
27 842 71 906
56 468 70 536
31 449 45 474
62 423 65 496
20 1001 45 1018
11 455 24 525
48 1006 27 1064
48 515 32 563
19 585 6 653
38 750 57 784
31 889 51 938
73 602 33 646
66 451 65 502
33 856 68 906
21 758 59 789
61 592 26 666
30 536 38 603
36 549 63 613
48 704 52 743
29 621 64 677
23 755 73 833
68 1034 71 1081
42 710 16 752
25 814 31 857
41 515 27 586
17 1017 40 1062
66 561 76 598
58 554 40 606
19 1071 35 1133
52 967 70 1048
14 689 15 759
62 873 51 961
51 829 72 882
31 957 66 1023
42 820 72 892
11 1065 67 1128
9 540 28 606
45 709 30 754
24 587 46 648
40 668 76 699
78 1030 50 1081
13 458 26 508
21 444 13 466
40 1048 58 1130
57 887 73 945
65 1019 60 1080
21 829 61 858
67 744 36 788
44 933 8 1003
68 541 40 616
44 853 52 911
73 537 63 602
17 531 47 567
78 489 54 521
62 667 47 697
6 1010 9 1075
13 667 51 702
76 1008 30 1031
54 1074 27 1091
5 589 45 639
37 444 26 509
18 1051 13 1117
69 496 21 559
13 448 46 489
34 1053 20 1124
64 708 77 803
4 943 24 1031
31 746 53 819
61 941 14 1028
4 640 65 697
60 763 5 817
57 440 9 498
68 781 37 815
33 543 36 602
77 1075 66 1131
62 969 30 1009
75 586 44 652
72 756 27 832
31 973 41 1044
28 579 32 670
71 437 4 484
36 1074 53 1116
29 438 68 475
12 491 23 558
42 869 66 915
66 1005 49 1037
51 1027 23 1091
42 666 52 723
15 1045 72 1086
19 480 51 523
63 556 48 616
60 667 5 705
78 808 7 858
24 797 48 835
4 636 21 710
74 731 48 780
72 696 74 740
8 744 45 794
27 1034 24 1108
53 1046 18 1092
46 456 60 506
32 656 62 723
32 476 4 545
45 1023 48 1092
78 879 35 926
70 1025 6 1093
42 595 67 634
48 1012 24 1045
55 559 28 617
10 573 74 620
66 1056 49 1067
68 632 48 669
19 1003 59 1044
6 685 19 733
55 439 31 492
50 428 73 462
34 831 54 880
29 889 75 968
32 773 75 872
12 578 53 645
8 602 18 657
8 632 57 716
53 598 12 670
9 1069 74 1127
5 520 59 596
64 1068 57 1137
12 715 50 756
29 1039 17 1095
71 943 24 977
9 433 56 515
26 582 35 630
25 645 11 700
10 780 73 829
47 645 78 707
55 969 74 1016
17 476 60 520
21 978 75 1024
60 554 56 639
70 662 9 742
62 669 45 696
41 492 22 595
54 680 59 732
28 1031 42 1105
21 843 64 917
7 1062 9 1102
43 501 12 536
17 602 6 659
6 460 27 498
58 697 25 734
25 699 72 749
52 513 47 578
17 817 75 888
9 680 49 739
64 1076 68 1120
5 830 51 890
6 1024 40 1084
21 1047 70 1091
30 1030 15 1080
14 888 9 922
51 488 32 572
16 788 41 846
17 1048 44 1134
9 687 13 755
26 1073 72 1130
25 1022 40 1060
53 616 41 674
21 1056 68 1090
77 561 78 619
73 999 17 1063
17 542 21 627
34 836 4 899
27 578 37 617
29 850 67 909
27 599 48 649
34 446 9 513
31 666 22 729
67 980 78 1031
41 868 60 948
21 981 68 1029
10 993 22 1047
44 1052 68 1107
34 985 11 1055
47 503 66 563
34 915 70 988
8 911 29 962
43 474 72 524
11 449 52 529
36 800 30 847
12 1037 71 1068
27 714 58 784
55 545 60 602
61 506 7 567
64 1065 46 1120
76 424 20 454
12 439 7 507
6 813 53 859
71 911 60 961
12 957 73 988
63 1077 8 1099
71 631 17 712
71 487 32 570
21 1044 62 1121
10 966 56 1039
42 537 26 613
35 650 71 680
58 649 27 719
53 636 5 674
76 754 9 811
38 662 9 724
15 422 72 454
68 1027 14 1073
28 1043 19 1072
10 1076 38 1134
24 1046 6 1093
75 895 32 989
70 434 62 509
21 624 44 682
54 869 59 932
9 610 55 651
57 817 46 844
44 716 5 792
75 845 17 895
38 1041 36 1104
28 493 69 556
27 453 28 535
31 1005 32 1092
51 794 47 861
19 475 14 536
66 736 13 788
73 948 49 998
29 918 14 967
15 661 25 716
67 474 32 543
71 701 11 740
33 599 29 640
11 904 37 974
21 1009 7 1106
52 424 42 456
46 526 47 575
36 644 9 708
25 772 64 801
28 1038 23 1105
77 508 58 552
47 1036 22 1079
29 1058 56 1113
20 451 48 525
35 1079 11 1139
46 865 16 884
60 1073 50 1094
57 822 74 904
38 712 38 967
70 821 70 1008
57 349 57 544
26 1150 26 1423
78 711 78 938
65 699 65 928
40 335 40 575
62 434 62 633
59 1067 59 1311
20 370 20 569
78 833 78 1099
18 960 18 1256
76 825 76 1066
68 842 68 1123
5 741 5 946
35 1085 35 1311
54 1156 54 1444
34 904 34 1105
36 304 36 520
76 582 76 829
63 524 63 798
63 487 63 767
36 1083 36 1334
34 1195 34 1447
24 980 24 1220
32 565 32 828
67 1153 67 1418
18 353 18 550
29 753 29 952
75 825 75 1080
76 317 76 521
58 1006 58 1283
55 577 55 815
15 547 15 792
7 758 7 983
49 400 49 649
8 663 8 849
25 349 25 641
29 478 29 694
26 967 26 1147
54 644 54 863
56 825 56 1021
49 461 49 725
4 983 4 1221
5 395 5 650
17 424 17 712
42 1078 42 1284
30 686 30 973
37 312 37 536
38 592 38 814
54 431 54 655
36 918 36 1126
17 895 17 1194
24 385 24 663
44 1051 44 1309
61 700 61 965
26 329 26 583
51 902 51 1123
69 940 69 1152
20 1046 20 1315
35 915 35 1105
72 938 72 1189
32 785 32 1015
58 323 58 549
50 890 50 1182
9 890 9 1105
7 1166 7 1455
64 305 64 598
43 587 43 814
74 943 74 1203
64 599 64 883
75 662 75 889
26 703 26 967
14 381 14 586
63 1182 63 1478
18 1040 18 1275
22 445 22 682
7 648 7 907
30 995 30 1275
9 969 9 1168
65 1032 65 1227
78 1061 78 1340
45 871 45 1144
31 307 31 509
65 1008 65 1219
31 1178 31 1445
44 862 44 1071
7 1114 7 1398
15 1169 15 1353
40 639 40 850
47 691 47 914
25 683 25 932
48 703 48 931
30 461 30 645
56 678 56 974
21 335 21 551
76 1193 76 1453
6 1113 6 1349
20 684 20 869
7 1101 7 1286
25 1068 25 1278
62 461 62 710
8 331 8 521
49 649 49 854
15 1189 15 1403
43 328 43 596
6 497 6 759
54 588 54 870
68 646 68 895
66 948 66 1227
75 536 75 801
62 1001 62 1208
64 838 64 1109
64 918 64 1209
38 1156 38 1371
45 1162 45 1452
25 584 25 783
54 360 54 556
17 531 17 736
39 808 39 1009
72 450 72 676
66 1027 66 1296
74 494 74 685
62 792 62 1006
54 1076 54 1336
15 1032 15 1292
73 1069 73 1315
62 395 62 608
37 300 37 567
66 922 66 1171
73 1122 73 1318
48 469 48 748
12 1066 12 1365
15 331 15 531
63 931 63 1214
66 559 66 744
53 536 53 730
50 1131 50 1344
64 414 64 604
66 310 66 541
67 310 67 572
8 950 8 1220
15 443 15 741
45 1116 45 1391
22 541 22 764
44 525 44 745
61 509 61 739
35 662 35 872
38 1010 38 1245
71 1089 71 1388
29 778 29 1076
75 492 75 706
62 575 62 789
10 948 10 1237
