4 750 79 
750 750 750 750 
7 923 59 999
15 939 33 987
44 561 55 618
48 1013 55 1062
72 875 25 939
30 1039 26 1113
31 448 26 512
30 672 41 710
71 999 24 1072
61 934 69 986
53 516 42 617
71 1035 64 1093
20 530 60 570
49 934 59 983
34 751 64 806
76 856 41 919
53 1076 34 1150
66 1047 67 1107
66 528 41 558
37 440 28 492
44 544 71 613
19 566 46 598
62 462 70 511
4 820 56 875
56 753 22 778
56 1044 76 1108
55 616 28 650
13 620 11 673
18 951 21 1009
38 1035 76 1083
7 710 4 777
42 816 65 906
43 740 17 786
47 675 64 726
31 429 8 505
20 933 72 991
76 793 4 839
14 450 19 522
13 823 65 872
6 991 26 1071
72 504 76 584
22 890 44 947
20 657 57 736
69 813 65 883
69 437 48 491
20 430 38 502
25 453 9 525
76 441 42 524
71 1003 60 1080
8 725 32 765
56 673 72 730
74 794 62 850
29 1019 59 1050
10 440 26 520
38 471 41 533
39 868 67 938
50 805 28 853
63 768 14 821
38 448 10 507
10 1056 23 1109
40 862 27 954
34 793 52 843
27 502 56 569
41 862 54 898
34 528 75 590
35 674 52 749
14 858 77 894
75 1034 7 1097
52 690 76 749
35 555 5 602
57 858 67 901
49 997 16 1046
35 473 25 541
15 682 17 738
76 493 5 522
78 957 5 1021
8 487 49 532
10 819 24 848
68 711 5 756
73 729 38 764
43 1027 49 1070
57 781 31 844
63 438 7 495
22 859 28 884
71 955 13 972
20 795 5 838
31 497 30 556
34 664 40 734
32 795 48 874
28 540 65 582
76 428 38 442
22 952 23 987
76 1075 69 1108
40 860 9 917
36 565 70 628
24 444 74 478
76 1033 55 1079
22 778 53 838
73 911 12 972
75 999 38 1080
34 1054 13 1103
55 548 51 608
18 786 34 845
57 950 6 1008
45 464 28 495
56 479 25 559
70 505 66 530
12 684 44 716
9 847 14 902
71 753 10 814
66 865 55 881
26 744 34 803
28 698 55 732
15 753 49 813
78 1067 20 1114
30 1027 27 1072
67 986 62 1047
33 959 13 1036
26 571 20 649
51 775 69 832
17 1047 64 1117
76 942 37 1012
11 504 69 581
67 951 71 1019
17 859 55 905
19 473 40 518
52 913 36 970
25 480 75 539
20 1077 42 1103
63 742 23 800
6 1044 12 1068
66 626 41 680
73 1063 13 1153
5 771 52 835
73 710 51 790
21 550 42 609
7 642 59 711
37 1005 66 1033
40 745 9 781
30 1071 25 1125
16 790 54 870
71 996 25 1067
78 642 69 701
14 853 38 903
57 908 59 970
38 787 40 850
20 676 26 757
50 701 77 752
8 1062 75 1120
15 690 63 724
31 703 72 782
78 814 22 843
5 1065 20 1117
61 429 23 459
38 624 13 692
42 733 62 791
42 479 21 527
37 870 55 913
44 813 41 844
51 606 74 645
70 894 58 940
44 475 54 506
20 889 37 982
77 523 68 576
16 1050 49 1105
68 585 28 606
67 488 60 540
50 436 23 484
34 1056 64 1104
55 833 18 895
4 1063 25 1116
46 907 16 986
70 719 43 737
47 916 75 952
64 421 73 467
62 466 45 501
22 1056 19 1122
33 1010 40 1034
46 459 53 523
30 942 35 988
34 749 55 770
71 941 43 998
66 655 26 700
39 545 41 615
40 466 64 528
8 1073 69 1108
73 442 56 525
25 424 31 483
32 747 4 812
60 627 6 677
17 934 35 1002
42 455 65 541
53 1077 20 1149
56 492 54 551
43 452 14 485
55 951 11 1000
41 596 13 635
40 769 58 807
26 1059 72 1143
67 945 6 1003
12 1052 22 1082
8 439 39 473
28 1025 56 1054
6 492 47 517
47 927 24 986
11 568 21 623
53 439 16 488
73 658 7 735
36 815 20 895
53 462 10 528
59 552 23 616
20 656 54 702
9 651 22 660
53 653 63 714
16 531 14 594
63 825 27 909
61 446 24 531
15 1001 73 1083
30 516 52 535
60 734 65 833
60 585 38 640
13 774 32 811
17 730 47 760
53 862 75 937
27 884 59 921
30 834 72 870
12 437 48 476
75 558 74 603
64 1032 70 1067
56 758 17 828
60 872 49 926
71 970 66 1022
45 496 43 541
48 1025 19 1061
64 796 46 864
72 948 26 1030
53 798 63 848
58 618 47 675
13 633 40 698
33 1010 21 1061
44 690 71 758
60 769 59 847
53 527 70 557
35 1013 30 1063
49 667 52 731
16 742 52 795
