4 1000 79 
1000 1000 1000 1000 
30 1062 60 1106
75 933 47 1017
10 1055 36 1117
56 1050 75 1069
16 849 17 895
44 963 35 1035
73 942 42 1010
20 831 60 879
28 674 8 700
32 463 29 511
54 444 37 515
61 1019 47 1039
8 957 54 996
42 1027 34 1096
25 904 67 947
62 981 5 1029
27 581 54 654
31 485 26 534
23 1045 57 1114
58 851 63 907
50 800 75 863
12 939 15 998
67 819 18 875
12 480 21 573
15 1051 43 1123
57 801 34 871
5 917 22 996
49 816 56 858
72 851 36 954
6 639 53 718
65 606 38 658
54 933 21 981
75 916 41 971
40 977 75 1027
70 593 11 613
65 1067 22 1111
17 592 32 619
66 524 17 602
69 871 7 933
75 1024 13 1082
40 1016 19 1071
32 1020 38 1065
51 809 73 847
49 942 46 969
77 1032 61 1093
8 1072 46 1121
4 1068 28 1126
36 684 4 768
74 631 54 704
57 630 26 705
36 619 9 688
14 638 76 704
63 953 59 1007
64 1065 13 1103
58 525 69 581
28 1026 31 1051
9 797 55 842
57 593 58 651
77 465 55 528
51 448 27 530
26 1071 5 1151
12 739 58 780
19 1065 61 1130
45 547 23 585
44 519 42 589
44 464 76 494
68 772 78 845
4 466 46 544
68 669 44 708
49 677 15 736
18 593 53 663
4 673 68 737
38 1028 33 1098
24 946 48 1002
21 462 16 487
65 614 26 659
64 420 68 464
46 436 30 506
28 878 34 943
41 825 52 885
46 625 11 672
47 862 75 947
37 604 69 656
58 965 42 1011
55 1026 75 1075
61 938 31 980
30 614 75 654
46 933 25 980
61 806 58 847
41 905 12 965
28 1075 25 1120
15 992 28 1078
9 679 15 719
49 979 32 1015
69 526 63 557
35 750 43 828
28 915 21 947
31 453 73 510
12 742 39 783
68 422 54 443
68 1050 57 1122
48 1074 34 1166
50 644 78 690
35 526 72 581
24 472 27 530
12 699 8 761
45 477 63 561
78 849 17 912
73 770 53 797
63 667 71 704
21 738 34 810
7 574 48 625
10 956 44 1007
4 431 27 450
42 640 8 697
6 535 64 589
24 761 43 821
8 605 76 636
50 822 73 860
44 465 29 533
33 426 74 450
39 889 29 944
10 723 39 785
30 442 49 486
70 818 51 907
33 978 30 1026
62 946 46 1002
18 990 61 1043
37 602 63 673
75 448 66 480
4 957 16 1001
51 640 13 701
54 713 17 738
33 1044 54 1106
52 900 67 929
43 1040 62 1090
19 600 49 672
10 476 37 523
48 702 52 780
25 493 76 521
27 1062 26 1143
49 756 15 815
44 1025 7 1055
5 1004 48 1065
5 528 35 593
20 761 55 801
46 957 58 997
34 705 41 764
43 425 46 441
26 694 22 770
69 621 41 691
46 751 6 789
51 1033 67 1097
25 842 76 885
47 451 25 518
13 980 34 1024
26 696 77 751
60 567 13 590
54 610 30 685
67 919 24 971
47 1023 73 1080
18 439 22 464
10 538 60 588
26 539 58 600
66 840 5 909
49 494 21 570
55 745 17 795
47 510 48 553
