4 1000 79 
1000 1000 1000 1000 
15 451 38 508
23 1075 39 1110
75 1026 13 1074
18 816 17 858
37 1026 55 1091
56 425 12 479
24 1063 58 1115
18 456 24 511
20 780 51 849
58 885 62 909
29 728 66 796
15 463 60 547
65 480 24 532
74 539 27 615
41 770 34 851
41 1079 50 1165
59 652 40 728
55 593 39 660
43 689 5 743
21 810 42 851
29 734 52 786
33 422 42 485
12 470 40 481
60 431 71 512
52 586 49 637
41 958 20 1032
48 1062 17 1117
23 649 62 723
17 532 41 595
74 1035 43 1109
31 815 38 850
36 742 14 783
50 588 16 659
16 1064 36 1117
38 758 30 819
41 916 31 976
64 684 5 720
70 440 62 470
30 900 8 947
74 596 12 659
72 811 66 862
60 506 5 534
70 849 6 875
36 646 21 699
61 1047 12 1078
55 865 51 931
17 926 26 980
54 746 57 793
40 530 33 595
62 980 60 1076
59 425 49 471
47 579 61 647
49 479 64 516
38 1025 68 1096
30 444 36 490
36 833 8 892
32 469 12 529
24 621 59 675
22 691 4 735
39 1022 4 1071
60 684 44 743
62 657 25 724
60 489 8 539
65 1067 76 1140
16 422 26 479
65 1041 67 1100
34 686 36 729
76 1018 25 1080
67 523 28 575
75 695 43 743
71 1072 41 1084
41 850 5 915
41 442 45 486
49 523 45 557
62 453 59 506
6 1076 36 1142
74 702 47 728
29 823 23 866
26 470 36 518
40 962 51 1004
29 720 27 748
21 598 25 624
59 948 25 1025
25 466 64 523
78 996 58 1059
69 688 48 731
17 785 37 846
75 990 15 1040
25 428 4 481
37 999 68 1048
55 1014 10 1051
46 855 73 912
31 579 52 642
60 456 58 521
47 1032 66 1082
29 450 77 490
45 1054 62 1103
46 976 23 1027
16 860 67 928
70 1065 48 1146
6 853 28 920
68 1029 17 1071
24 511 22 563
24 676 61 712
61 1064 12 1097
16 763 12 817
60 598 54 657
52 472 74 508
17 456 6 554
78 1055 58 1145
62 884 70 910
60 446 75 487
47 925 31 974
75 725 31 754
10 987 53 1050
63 858 65 905
24 579 58 615
61 1068 25 1119
6 469 45 509
27 828 15 864
25 868 49 918
8 466 25 540
20 963 14 1034
16 430 38 478
37 482 46 530
33 1018 53 1040
27 1022 39 1059
34 812 13 887
5 1007 41 1064
65 1013 36 1092
30 459 48 503
48 1061 36 1114
31 763 40 849
55 654 15 730
60 1029 37 1084
52 459 27 519
58 446 4 535
19 830 69 887
6 420 20 502
71 995 24 1010
19 716 61 751
7 421 77 508
73 701 72 766
4 1067 22 1098
19 734 34 775
67 794 69 848
26 863 71 900
25 660 61 709
56 823 68 869
39 752 26 804
64 500 6 558
52 1056 27 1101
9 938 34 1022
48 758 27 788
12 800 77 874
60 753 62 847
57 458 16 500
13 590 24 612
23 922 24 976
73 453 43 517
59 879 23 940
26 515 7 566
53 1040 38 1085
68 436 16 493
28 798 29 865
51 594 49 625
41 569 22 628
45 421 40 475
28 829 41 905
27 759 35 785
10 689 52 763
4 437 48 466
63 973 37 1009
21 1072 43 1132
70 570 56 664
27 869 61 918
52 439 5 459
72 614 68 648
47 579 34 618
21 796 45 847
38 1049 77 1085
15 702 35 740
70 456 32 545
39 532 6 591
76 1061 55 1089
64 1057 59 1103
39 1055 57 1129
52 913 64 964
65 856 61 897
16 1006 10 1054
52 1022 43 1075
62 1033 13 1081
15 858 21 911
34 618 75 689
15 902 36 948
73 1069 46 1099
29 455 36 534
34 922 50 968
5 936 56 988
53 485 62 575
18 609 19 652
67 439 72 487
12 540 42 568
41 712 50 774
61 690 14 745
19 1028 69 1101
10 1038 77 1097
77 916 65 946
75 1022 71 1075
9 441 61 516
54 422 75 463
26 460 69 472
61 746 29 778
28 1037 35 1111
64 986 48 1039
41 1038 71 1059
33 1017 29 1101
71 487 65 521
39 976 37 1034
6 960 64 1017
44 1023 19 1085
43 1060 45 1092
36 562 4 609
45 937 67 989
6 827 25 889
52 910 63 969
65 458 35 507
47 885 77 953
6 508 53 567
55 935 48 976
37 663 48 698
30 912 58 962
46 1067 44 1108
57 879 37 934
41 623 37 662
64 676 63 718
60 642 16 696
40 962 75 1021
63 441 43 494
22 986 74 1009
49 1038 15 1098
43 766 38 810
39 926 75 990
21 917 31 965
16 1053 36 1129
27 1075 13 1120
60 464 50 518
55 865 14 948
66 791 78 897
66 889 14 977
46 432 63 482
43 769 78 831
34 431 37 503
29 765 72 819
10 993 77 1067
73 886 32 928
8 1042 55 1076
43 773 71 844
36 863 42 909
55 553 63 625
64 769 56 840
8 1078 11 1110
34 707 35 760
7 784 49 824
22 890 48 913
67 792 53 830
24 471 48 535
72 642 43 681
31 994 21 1065
56 592 15 662
8 1055 65 1093
48 618 35 657
72 1075 13 1133
77 935 11 976
46 996 4 1072
21 580 74 612
5 889 49 947
39 444 50 487
48 1037 34 1092
14 664 17 708
5 1071 50 1127
66 621 48 696
57 1021 65 1061
9 529 69 587
27 1010 19 1097
55 443 66 501
24 425 12 466
73 1062 31 1139
25 1004 63 1062
30 509 69 545
67 841 41 913
57 689 39 753
63 557 52 602
37 600 45 629
67 891 74 929
30 935 52 971
33 731 19 783
60 943 58 1017
26 1065 51 1120
36 648 20 678
65 780 66 824
78 691 13 754
14 465 48 509
11 930 51 984
15 593 68 646
73 550 59 619
66 435 28 494
27 605 48 662
7 744 13 807
32 1046 18 1099
70 423 29 472
72 1079 71 1131
16 458 32 531
47 1018 24 1073
49 1079 47 1129
70 1052 29 1077
68 1072 44 1118
30 611 29 658
44 490 47 540
70 930 54 1005
18 480 32 522
10 931 8 989
23 516 43 591
72 692 66 757
20 999 35 1064
23 491 27 540
8 503 40 561
26 870 33 930
32 891 9 987
36 1007 45 1077
61 879 60 937
52 993 39 1048
37 493 16 524
45 1079 12 1161
38 460 11 523
28 474 54 531
7 659 15 714
46 1035 41 1113
20 458 47 503
37 619 19 655
75 873 67 912
21 1010 30 1044
35 886 71 930
9 482 53 546
71 463 38 494
22 933 40 973
75 553 65 576
35 820 18 877
30 976 36 1018
16 944 62 1020
58 1055 7 1133
69 1025 41 1074
65 967 9 1030
45 478 48 524
48 708 75 759
67 1068 70 1151
68 812 70 876
46 532 68 589
12 901 78 934
52 732 72 793
69 1061 17 1114
44 765 11 804
6 809 16 849
5 855 4 877
15 444 4 524
35 782 7 861
32 991 73 1013
34 965 7 994
72 967 21 1018
61 533 21 554
9 518 34 607
78 936 76 1007
62 478 61 544
53 1040 66 1104
15 1054 22 1124
24 888 57 944
14 919 35 971
78 494 9 557
39 844 14 890
8 494 73 575
64 983 44 1029
45 611 15 656
70 989 57 1063
66 433 54 458
71 822 45 860
76 429 50 474
69 767 24 802
17 531 75 614
30 983 7 1029
46 679 71 742
53 1041 51 1094
46 503 58 567
66 960 44 1053
7 825 68 838
51 475 27 503
37 559 57 612
8 421 43 466
41 1074 15 1121
33 521 36 561
60 1029 39 1089
29 347 29 611
49 907 49 1112
38 470 38 768
60 435 60 682
33 308 33 605
74 813 74 1077
