4 250 79 
250 250 250 250 
9 731 4 776
62 429 45 457
25 549 19 585
71 1050 9 1064
47 713 67 803
74 752 51 792
12 824 53 872
38 605 20 676
14 699 9 739
53 956 5 978
48 755 26 813
75 442 31 497
53 474 50 541
70 660 11 720
22 443 60 492
43 886 33 956
57 445 5 504
11 530 78 593
30 729 51 786
5 856 35 939
52 727 22 812
29 526 37 601
35 952 51 1023
38 513 8 590
53 534 49 602
49 422 45 467
54 468 24 514
11 442 60 488
20 776 21 805
68 982 32 1026
50 1023 22 1052
46 608 69 703
55 997 53 1058
68 876 40 923
36 1051 75 1108
75 434 38 488
11 514 42 544
70 500 62 534
9 620 38 683
66 967 39 1011
19 565 22 625
8 496 25 572
39 581 30 616
47 493 32 555
75 426 60 471
74 1078 60 1122
11 1075 41 1101
60 466 54 523
29 691 76 716
56 920 9 944
74 674 56 728
37 1060 20 1114
60 841 21 890
12 461 40 524
14 537 10 588
63 1033 55 1092
16 1061 73 1124
59 1028 38 1074
21 1057 26 1091
14 502 22 533
55 899 64 965
65 653 49 685
41 744 49 782
34 755 35 840
55 563 33 620
72 464 48 537
12 1043 39 1090
60 807 17 888
63 1055 57 1116
59 1035 72 1089
49 1067 27 1146
72 479 60 543
64 497 31 592
68 443 4 484
61 706 53 752
50 460 49 488
28 1072 70 1130
30 807 37 849
27 522 77 577
46 430 60 512
24 941 34 974
37 587 24 619
5 708 67 758
65 990 32 1043
72 620 77 688
53 1053 76 1102
43 487 61 572
38 451 67 488
46 437 56 529
67 421 12 462
38 741 19 802
4 839 9 891
76 811 19 863
57 958 47 1020
53 460 48 473
29 844 44 914
44 988 49 1027
56 1049 72 1085
31 839 35 897
26 672 40 739
44 501 44 717
43 1081 43 1341
63 558 63 784
52 813 52 1015
57 1077 57 1354
68 1080 68 1316
71 454 71 662
18 685 18 973
49 387 49 612
75 1018 75 1265
44 381 44 667
78 384 78 604
77 373 77 566
41 537 41 775
74 699 74 891
60 683 60 969
11 1117 11 1334
12 863 12 1071
74 974 74 1221
11 1104 11 1365
9 947 9 1141
34 1116 34 1307
8 1153 8 1433
9 818 9 1046
42 913 42 1130
15 896 15 1170
17 507 17 764
38 591 38 811
52 892 52 1160
32 505 32 795
23 888 23 1086
36 1120 36 1380
9 905 9 1194
51 989 51 1222
13 673 13 933
58 697 58 894
52 874 52 1134
54 1198 54 1443
42 412 42 611
38 734 38 1032
66 1055 66 1300
21 1187 21 1383
60 709 60 978
53 662 53 939
4 861 4 1121
62 607 62 831
52 736 52 967
78 779 78 975
60 402 60 701
49 749 49 998
60 376 60 568
77 807 77 1033
50 500 50 723
73 1029 73 1223
21 1005 21 1210
52 726 52 951
22 595 22 869
16 874 16 1054
27 1137 27 1410
58 1017 58 1230
27 418 27 697
43 385 43 568
42 461 42 664
48 627 48 822
68 961 68 1156
37 1196 37 1437
38 352 38 645
38 1070 38 1302
27 770 27 991
24 1148 24 1378
78 998 78 1216
43 1117 43 1347
5 783 5 985
8 1121 8 1374
30 645 30 833
67 862 67 1102
27 1092 27 1307
40 960 40 1187
22 657 22 905
69 352 69 550
60 725 60 977
16 886 16 1071
57 642 57 834
62 1154 62 1414
17 881 17 1171
76 492 76 782
67 903 67 1180
76 1002 76 1231
50 728 50 977
27 783 27 1015
5 663 5 949
39 925 39 1194
11 783 11 991
59 775 59 987
4 1020 4 1284
38 940 38 1152
68 451 68 693
52 935 52 1204
63 852 63 1126
49 686 49 923
74 1028 74 1246
36 888 36 1152
71 331 71 592
32 730 32 983
47 851 47 1101
24 816 24 1102
17 748 17 1042
56 1050 56 1339
22 403 22 641
16 1117 16 1370
36 1004 36 1236
64 721 64 1017
53 624 53 840
44 323 44 512
44 605 44 887
7 437 7 724
19 819 19 1115
12 659 12 878
35 711 35 936
24 726 24 946
69 709 69 911
37 370 37 628
78 777 78 1076
24 329 24 602
42 328 42 539
45 546 45 743
60 395 60 692
64 500 64 702
73 929 73 1155
25 1124 25 1350
66 624 66 895
40 780 40 1037
47 952 47 1223
20 984 20 1282
27 1037 27 1335
46 888 46 1086
60 562 60 821
68 903 68 1107
56 1120 56 1390
23 1112 23 1332
36 632 36 876
17 1042 17 1338
66 515 66 813
37 463 37 732
69 985 69 1236
78 907 78 1170
45 840 45 1105
23 1157 23 1397
11 501 11 721
39 948 39 1180
0 61 86 61 36 17 54 65 59 35 67 43 23 44 50 41 53 72 42 23 49 53 66 29 30 29 58 46 47 73 22 65 29 31 6 50 52 26 64 36 49 46 24 53 45 40 79 70 24 53 71 49 15 23 32 70 26 38 69 47 51 21 59 49 12 39 32 37 47 19 84 38 54 54 39 35 57 64 49 
61 0 61 86 62 62 43 55 84 28 28 49 45 70 42 53 17 47 56 46 63 54 43 60 45 42 70 18 35 45 62 64 41 47 58 18 47 41 22 67 28 35 58 72 28 48 55 56 51 53 60 66 49 51 30 39 43 25 56 45 68 41 54 50 52 52 42 25 51 44 61 24 21 54 35 42 37 50 73 
86 61 0 61 58 75 33 23 61 62 34 44 64 58 37 48 49 16 49 64 46 37 22 63 57 58 44 56 42 17 70 29 58 56 81 51 35 63 40 62 44 43 66 51 47 47 8 18 63 35 20 49 73 64 67 23 61 59 20 40 49 70 30 39 75 49 55 63 41 71 4 65 45 35 49 52 32 23 56 
61 86 61 0 29 45 47 42 3 66 70 38 52 19 45 34 70 57 31 50 24 34 55 35 46 50 19 70 52 60 40 33 51 43 57 69 42 54 72 26 59 52 40 15 59 39 58 46 45 36 43 21 57 45 68 63 52 66 45 42 19 61 38 38 56 36 48 68 37 59 58 71 67 35 53 46 54 47 14 
36 62 58 29 0 20 31 36 27 39 52 17 24 11 27 13 47 48 11 22 15 23 43 7 19 23 23 45 30 50 15 33 23 16 31 45 26 26 53 7 37 30 13 19 35 16 53 41 17 24 40 14 29 17 40 50 24 39 40 23 17 33 29 22 29 13 21 42 19 31 56 44 45 24 28 21 37 37 16 
17 62 75 45 20 0 44 53 43 35 61 31 18 28 39 28 50 62 28 17 34 40 57 14 21 23 42 45 39 64 6 51 23 21 13 48 41 22 59 20 43 38 9 37 40 28 68 58 14 41 58 33 16 13 34 62 21 38 56 36 36 23 46 37 14 26 24 38 35 21 72 40 50 41 33 26 48 53 34 
54 43 33 47 31 44 0 15 45 33 24 15 33 35 6 19 27 19 22 32 24 13 14 34 25 27 29 30 12 21 41 22 27 25 50 27 6 31 27 36 17 13 36 33 19 17 26 18 32 11 21 28 42 33 38 20 30 31 17 9 29 39 12 11 44 20 24 34 13 39 31 37 23 13 19 20 8 11 36 
65 55 23 42 36 53 15 0 41 47 32 23 45 36 19 26 40 16 27 44 24 14 16 41 37 39 24 44 26 20 49 11 39 36 60 41 15 44 37 40 31 27 45 30 33 26 19 6 42 13 7 28 53 43 52 23 42 45 5 20 27 52 8 18 55 27 36 49 19 52 21 51 36 13 32 32 20 7 35 
59 84 61 3 27 43 45 41 0 63 68 36 49 17 44 32 68 56 29 48 22 33 54 32 44 48 18 68 50 60 38 33 48 41 55 67 40 52 71 24 57 50 38 13 57 37 58 45 42 35 42 19 54 43 66 62 49 64 44 40 17 58 37 36 54 34 45 66 35 57 58 69 65 33 51 44 52 46 12 
35 28 62 66 39 35 33 47 63 0 35 31 18 48 30 33 20 47 36 20 44 39 41 35 21 17 53 12 22 47 36 52 16 23 32 17 34 14 32 43 20 22 32 53 16 29 55 51 25 39 53 47 22 25 6 42 17 5 50 30 49 14 43 34 25 31 19 4 34 17 61 6 22 40 16 21 31 43 52 
67 28 34 70 52 61 24 32 68 35 0 36 45 58 27 41 18 21 44 45 47 36 18 53 40 40 52 26 23 19 59 42 39 42 62 20 29 42 7 58 19 24 54 56 23 37 28 32 48 34 35 51 53 48 40 13 42 31 32 30 52 47 33 34 56 41 38 34 35 48 34 36 14 36 29 35 17 26 59 
43 49 44 38 17 31 15 23 36 31 36 0 23 23 11 6 33 32 9 22 15 11 27 20 15 18 24 33 15 34 27 24 19 13 38 32 11 23 37 23 22 15 23 25 22 4 38 28 20 11 29 18 32 21 34 34 21 30 27 7 20 31 17 7 33 6 15 33 5 31 42 36 30 12 16 11 20 23 26 
23 45 64 52 24 18 33 45 49 18 45 23 0 34 28 23 33 50 25 3 34 33 44 19 9 7 43 28 25 51 18 47 7 11 18 30 31 5 43 28 27 24 15 41 24 20 58 49 8 34 50 35 10 8 18 48 4 21 48 26 37 10 39 29 12 21 10 21 27 9 63 23 34 34 17 14 35 43 39 
44 70 58 19 11 28 35 36 17 48 58 23 34 0 32 19 55 50 15 32 13 24 46 17 29 32 17 54 37 53 23 30 33 26 40 53 30 36 59 9 44 37 23 11 43 23 54 41 27 26 39 10 39 27 50 54 34 49 40 29 11 43 30 25 38 20 30 51 23 41 56 54 53 25 36 29 42 39 6 
50 42 37 45 27 39 6 19 44 30 27 11 28 32 0 15 27 24 18 27 22 13 18 29 20 22 29 28 9 26 36 24 22 20 45 26 6 27 28 32 15 9 31 32 17 13 31 23 27 11 24 26 37 28 34 24 25 28 22 5 27 34 14 8 39 16 19 31 10 34 35 34 23 13 15 15 11 16 34 
41 53 48 34 13 28 19 26 32 33 41 6 23 19 15 0 37 36 4 22 12 13 31 16 15 18 22 36 20 39 24 25 19 13 36 36 15 24 42 18 26 19 20 21 25 6 42 31 18 14 31 15 31 19 36 38 21 33 29 11 17 31 19 10 32 3 15 35 8 30 45 38 35 14 19 13 25 26 21 
53 17 49 70 47 50 27 40 68 20 18 33 33 55 27 37 0 34 41 34 47 38 29 46 31 29 54 9 19 33 50 48 29 33 49 4 31 30 13 53 12 19 45 57 13 33 43 42 38 37 45 51 40 39 24 28 31 16 41 29 52 33 38 34 43 37 29 18 35 35 49 20 6 38 20 28 22 35 58 
72 47 16 57 48 62 19 16 56 47 21 32 50 50 24 36 34 0 38 50 38 27 7 51 43 44 39 41 27 4 58 26 44 43 67 36 22 48 27 53 28 28 54 45 32 35 9 14 50 25 17 42 59 51 52 9 47 44 14 27 42 55 21 27 61 37 41 47 29 56 15 50 30 26 35 38 17 12 49 
42 56 49 31 11 28 22 27 29 36 44 9 25 15 18 4 41 38 0 23 10 13 34 15 17 21 19 40 23 41 23 25 22 15 37 39 17 26 45 16 30 23 20 18 29 9 43 32 19 15 31 12 32 20 39 41 23 36 30 14 14 34 20 12 33 6 18 39 10 32 47 41 38 14 23 16 28 28 18 
23 46 64 50 22 17 32 44 48 20 45 22 3 32 27 22 34 50 23 0 32 32 44 17 8 7 41 29 25 51 17 45 7 10 19 31 31 6 44 26 28 24 13 39 24 19 57 48 7 33 50 33 10 6 20 48 5 22 47 25 36 12 38 28 12 20 10 23 26 10 62 25 34 33 18 13 35 42 37 
49 63 46 24 15 34 24 24 22 44 47 15 34 13 22 12 47 38 10 32 0 12 34 21 26 30 10 47 29 41 29 19 30 24 45 46 19 35 49 18 36 29 27 11 36 17 41 29 28 14 27 5 41 29 47 42 32 44 27 19 6 42 18 15 41 14 27 47 13 41 43 49 44 13 30 24 31 27 13 
53 54 37 34 23 40 13 14 33 39 36 11 33 24 13 13 38 27 13 32 12 0 23 27 25 28 17 40 20 30 35 14 28 23 48 38 8 33 39 27 27 21 31 21 28 14 31 19 29 3 19 16 42 31 43 31 31 38 18 11 17 41 8 6 43 14 24 41 7 41 34 44 34 2 24 21 20 16 24 
66 43 22 55 43 57 14 16 54 41 18 27 44 46 18 31 29 7 34 44 34 23 0 46 37 38 37 35 21 8 53 25 38 37 62 30 18 42 23 48 22 22 49 43 26 30 15 15 44 21 19 38 53 45 46 9 41 38 15 22 39 49 18 23 55 32 35 41 25 50 21 44 24 22 29 32 11 10 46 
29 60 63 35 7 14 34 41 32 35 53 20 19 17 29 16 46 51 15 17 21 27 46 0 16 19 30 43 31 53 9 38 20 14 25 44 30 22 53 10 37 30 7 25 34 18 57 46 12 28 45 20 23 12 36 52 20 36 44 25 23 27 34 25 22 15 19 38 23 25 60 40 45 28 27 19 39 41 22 
30 45 57 46 19 21 25 37 44 21 40 15 9 29 20 15 31 43 17 8 26 25 37 16 0 5 35 27 18 44 20 38 5 4 25 29 23 9 39 24 23 18 15 34 20 12 50 41 8 25 42 28 18 9 23 42 7 21 40 18 30 17 30 21 19 13 4 24 19 17 55 26 30 26 13 6 28 35 33 
29 42 58 50 23 23 27 39 48 17 40 18 7 32 22 18 29 44 21 7 30 28 38 19 5 0 39 25 18 45 21 41 2 8 25 26 25 6 38 27 22 17 17 38 18 15 51 43 10 28 44 31 16 10 19 42 4 18 42 20 34 14 33 23 18 17 4 20 22 14 56 22 29 29 12 8 29 37 37 
58 70 44 19 23 42 29 24 18 53 52 24 43 17 29 22 54 39 19 41 10 17 37 30 35 39 0 55 36 43 37 16 40 33 53 53 25 44 55 24 43 36 35 8 44 26 41 28 37 19 26 10 50 38 56 45 41 52 27 26 8 52 20 22 50 23 36 56 21 50 42 58 51 18 39 33 36 29 13 
46 18 56 70 45 45 30 44 68 12 26 33 28 54 28 36 9 41 40 29 47 40 35 43 27 25 55 0 20 40 45 51 24 30 43 6 33 24 21 50 15 20 40 56 13 32 49 47 33 39 49 50 33 34 16 35 25 9 46 30 52 26 41 35 36 35 25 10 35 28 55 12 13 40 18 25 26 39 57 
47 35 42 52 30 39 12 26 50 22 23 15 25 37 9 20 19 27 23 25 29 20 21 31 18 18 36 20 0 28 36 32 18 19 42 18 14 22 23 36 8 2 32 38 9 15 35 29 26 19 31 32 33 27 27 25 22 20 28 11 34 29 22 16 35 19 16 24 16 30 40 26 16 21 9 13 11 22 40 
73 45 17 60 50 64 21 20 60 47 19 34 51 53 26 39 33 4 41 51 41 30 8 53 44 45 43 40 28 0 60 29 45 45 69 35 25 49 25 55 28 29 56 48 32 37 11 17 51 28 20 45 60 52 52 7 48 44 17 29 45 56 24 30 62 39 42 47 32 57 17 49 29 29 35 39 18 15 52 
22 62 70 40 15 6 41 49 38 36 59 27 18 23 36 24 50 58 23 17 29 35 53 9 20 21 37 45 36 60 0 47 22 18 18 47 37 22 58 16 41 36 6 32 38 25 65 54 12 36 54 28 19 12 35 59 20 38 52 32 31 25 42 33 17 22 22 39 31 23 68 41 49 36 31 24 45 49 29 
65 64 29 33 33 51 22 11 33 52 42 24 47 30 24 25 48 26 25 45 19 14 25 38 38 41 16 51 32 29 47 0 42 37 60 48 19 46 46 36 38 32 43 23 39 27 26 13 42 14 11 22 55 44 56 33 44 50 13 23 20 55 11 19 56 27 38 54 20 54 27 57 44 13 37 35 28 16 28 
29 41 58 51 23 23 27 39 48 16 39 19 7 33 22 19 29 44 22 7 30 28 38 20 5 2 40 24 18 45 22 42 0 8 25 26 26 6 38 28 21 18 18 38 18 16 52 44 11 29 45 32 16 11 18 42 4 17 42 20 35 14 33 24 18 17 5 19 23 13 57 22 28 29 11 8 29 37 37 
31 47 56 43 16 21 25 36 41 23 42 13 11 26 20 13 33 43 15 10 24 23 37 14 4 8 33 30 19 45 18 37 8 0 26 31 23 12 41 21 24 19 13 31 22 10 50 40 8 24 41 25 19 9 25 42 10 24 39 17 28 20 29 19 20 11 6 26 18 19 54 29 32 25 14 7 28 34 30 
6 58 81 57 31 13 50 60 55 32 62 38 18 40 45 36 49 67 37 19 45 48 62 25 25 25 53 43 42 69 18 60 25 26 0 46 47 21 60 32 45 41 19 49 41 35 75 65 19 48 66 44 11 18 29 66 22 35 64 42 47 18 54 44 8 34 27 34 42 16 79 35 50 49 35 31 52 59 45 
50 18 51 69 45 48 27 41 67 17 20 32 30 53 26 36 4 36 39 31 46 38 30 44 29 26 53 6 18 35 47 48 26 31 46 0 31 27 16 51 11 18 42 55 11 31 44 43 35 36 46 49 37 36 21 30 28 13 42 28 51 30 38 33 39 35 26 15 34 32 50 17 7 38 18 26 22 35 56 
52 47 35 42 26 41 6 15 40 34 29 11 31 30 6 15 31 22 17 31 19 8 18 30 23 25 25 33 14 25 37 19 26 23 47 31 0 30 32 32 20 14 33 28 22 14 29 19 29 7 20 23 40 30 39 25 29 32 18 6 24 38 9 6 42 16 22 36 8 38 33 39 27 8 19 18 13 13 31 
26 41 63 54 26 22 31 44 52 14 42 23 5 36 27 24 30 48 26 6 35 33 42 22 9 6 44 24 22 49 22 46 6 12 21 27 30 0 40 31 24 21 18 42 20 20 56 48 11 33 50 36 12 11 15 46 4 17 47 25 39 9 38 28 15 22 10 18 27 9 61 20 30 34 15 13 32 41 41 
64 22 40 72 53 59 27 37 71 32 7 37 43 59 28 42 13 27 45 44 49 39 23 53 39 38 55 21 23 25 58 46 38 41 60 16 32 40 0 58 18 24 53 59 21 38 34 37 47 37 40 53 50 47 36 19 40 28 37 32 54 44 37 36 53 41 37 30 37 46 40 32 11 39 28 35 20 31 61 
36 67 62 26 7 20 36 40 24 43 58 23 28 9 32 18 53 53 16 26 18 27 48 10 24 27 24 50 36 55 16 36 28 21 32 51 32 31 58 0 43 36 15 18 41 22 57 45 20 29 44 15 32 21 45 55 28 44 44 29 18 36 34 27 31 18 26 46 25 34 60 49 51 28 34 26 42 42 14 
49 28 44 59 37 43 17 31 57 20 19 22 27 44 15 26 12 28 30 28 36 27 22 37 23 22 43 15 8 28 41 38 21 24 45 11 20 24 18 43 0 8 37 45 5 22 37 33 30 26 36 39 35 31 25 24 24 17 32 18 41 30 28 23 38 26 20 20 23 31 42 23 9 27 11 18 13 26 47 
46 35 43 52 30 38 13 27 50 22 24 15 24 37 9 19 19 28 23 24 29 21 22 30 18 17 36 20 2 29 36 32 18 19 41 18 14 21 24 36 8 0 31 38 8 15 36 30 25 20 32 32 32 26 26 26 21 19 29 11 34 28 22 16 34 19 15 23 16 29 41 26 16 21 8 12 12 23 39 
24 58 66 40 13 9 36 45 38 32 54 23 15 23 31 20 45 54 20 13 27 31 49 7 15 17 35 40 32 56 6 43 18 13 19 42 33 18 53 15 37 31 0 31 34 20 60 49 8 32 50 26 17 8 32 54 16 34 48 28 29 23 38 28 17 18 17 35 26 20 64 37 44 33 26 19 40 44 28 
53 72 51 15 19 37 33 30 13 53 56 25 41 11 32 21 57 45 18 39 11 21 43 25 34 38 8 56 38 48 32 23 38 31 49 55 28 42 59 18 45 38 31 0 45 26 48 35 34 23 33 7 47 35 56 50 40 53 34 29 5 49 26 24 46 23 35 56 23 48 49 58 53 22 39 33 40 34 6 
45 28 47 59 35 40 19 33 57 16 23 22 24 43 17 25 13 32 29 24 36 28 26 34 20 18 44 13 9 32 38 39 18 22 41 11 22 20 21 41 5 8 34 45 0 21 40 36 27 27 38 39 31 28 21 28 21 13 35 18 41 26 29 23 34 25 17 17 24 27 46 19 12 28 8 16 16 29 46 
40 48 47 39 16 28 17 26 37 29 37 4 20 23 13 6 33 35 9 19 17 14 30 18 12 15 26 32 15 37 25 27 16 10 35 31 14 20 38 22 22 15 20 26 21 0 41 31 17 15 32 19 29 18 32 36 18 28 30 9 22 28 20 10 30 5 12 31 8 28 45 34 30 15 15 9 22 26 26 
79 55 8 58 53 68 26 19 58 55 28 38 58 54 31 42 43 9 43 57 41 31 15 57 50 51 41 49 35 11 65 26 52 50 75 44 29 56 34 57 37 36 60 48 40 41 0 14 57 30 16 45 66 58 60 17 55 52 15 34 45 63 25 33 69 43 48 56 35 64 7 58 38 30 43 45 25 17 52 
70 56 18 46 41 58 18 6 45 51 32 28 49 41 23 31 42 14 32 48 29 19 15 46 41 43 28 47 29 17 54 13 44 40 65 43 19 48 37 45 33 30 49 35 36 31 14 0 47 18 4 32 58 48 55 22 47 48 2 24 31 56 13 22 60 32 40 52 24 56 16 54 37 18 36 36 21 8 39 
24 51 63 45 17 14 32 42 42 25 48 20 8 27 27 18 38 50 19 7 28 29 44 12 8 10 37 33 26 51 12 42 11 8 19 35 29 11 47 20 30 25 8 34 27 17 57 47 0 30 47 28 14 2 26 49 9 27 46 24 31 17 35 26 14 16 11 28 24 15 61 30 37 31 20 14 35 41 32 
53 53 35 36 24 41 11 13 35 39 34 11 34 26 11 14 37 25 15 33 14 3 21 28 25 28 19 39 19 28 36 14 29 24 48 36 7 33 37 29 26 20 32 23 27 15 30 18 30 0 18 18 42 31 43 29 31 37 17 10 19 41 6 6 43 15 25 41 7 41 33 44 33 2 24 21 18 14 26 
71 60 20 43 40 58 21 7 42 53 35 29 50 39 24 31 45 17 31 50 27 19 19 45 42 44 26 49 31 20 54 11 45 41 66 46 20 50 40 44 36 32 50 33 38 32 16 4 47 18 0 31 59 49 57 25 48 50 5 26 30 57 13 23 60 33 41 54 25 57 17 57 40 18 38 38 24 11 37 
49 66 49 21 14 33 28 28 19 47 51 18 35 10 26 15 51 42 12 33 5 16 38 20 28 31 10 50 32 45 28 22 32 25 44 49 23 36 53 15 39 32 26 7 39 19 45 32 28 18 31 0 41 29 49 46 34 46 31 23 4 44 22 19 41 16 29 49 17 42 47 52 47 17 33 27 35 31 9 
15 49 73 57 29 16 42 53 54 22 53 32 10 39 37 31 40 59 32 10 41 42 53 23 18 16 50 33 33 60 19 55 16 19 11 37 40 12 50 32 35 32 17 47 31 29 66 58 14 42 59 41 0 13 20 57 13 25 57 35 44 9 47 37 4 29 19 25 36 6 71 26 41 43 26 23 43 52 44 
23 51 64 45 17 13 33 43 43 25 48 21 8 27 28 19 39 51 20 6 29 31 45 12 9 10 38 34 27 52 12 44 11 9 18 36 30 11 47 21 31 26 8 35 28 18 58 48 2 31 49 29 13 0 25 50 9 27 47 25 32 16 37 27 13 17 12 28 25 15 62 30 38 32 21 14 36 42 32 
32 30 67 68 40 34 38 52 66 6 40 34 18 50 34 36 24 52 39 20 47 43 46 36 23 19 56 16 27 52 35 56 18 25 29 21 39 15 36 45 25 26 32 56 21 32 60 55 26 43 57 49 20 25 0 47 18 10 54 34 52 12 47 38 23 34 22 7 38 15 66 7 27 44 21 24 36 48 54 
70 39 23 63 50 62 20 23 62 42 13 34 48 54 24 38 28 9 41 48 42 31 9 52 42 42 45 35 25 7 59 33 42 42 66 30 25 46 19 55 24 26 54 50 28 36 17 22 49 29 25 46 57 50 47 0 45 39 22 28 46 52 26 30 59 39 40 42 32 53 23 44 23 30 32 37 15 18 54 
26 43 61 52 24 21 30 42 49 17 42 21 4 34 25 21 31 47 23 5 32 31 41 20 7 4 41 25 22 48 20 44 4 10 22 28 29 4 40 28 24 21 16 40 21 18 55 47 9 31 48 34 13 9 18 45 0 18 45 23 36 11 36 26 15 19 8 20 25 11 60 22 31 32 14 11 32 40 38 
38 25 59 66 39 38 31 45 64 5 31 30 21 49 28 33 16 44 36 22 44 38 38 36 21 18 52 9 20 44 38 50 17 24 35 13 32 17 28 44 17 19 34 53 13 28 52 48 27 37 50 46 25 27 10 39 18 0 47 28 49 18 41 33 28 31 20 5 33 20 58 7 18 39 15 21 28 41 52 
69 56 20 45 40 56 17 5 44 50 32 27 48 40 22 29 41 14 30 47 27 18 15 44 40 42 27 46 28 17 52 13 42 39 64 42 18 47 37 44 32 29 48 34 35 30 15 2 46 17 5 31 57 47 54 22 45 47 0 23 30 55 11 21 58 31 39 51 23 55 17 53 37 17 35 35 21 7 38 
47 45 40 42 23 36 9 20 40 30 30 7 26 29 5 11 29 27 14 25 19 11 22 25 18 20 26 30 11 29 32 23 20 17 42 28 6 25 32 29 18 11 28 29 18 9 34 24 24 10 26 23 35 25 34 28 23 28 23 0 24 33 14 6 36 12 17 32 7 33 38 35 26 11 15 13 15 18 30 
51 68 49 19 17 36 29 27 17 49 52 20 37 11 27 17 52 42 14 36 6 17 39 23 30 34 8 52 34 45 31 20 35 28 47 51 24 39 54 18 41 34 29 5 41 22 45 31 31 19 30 4 44 32 52 46 36 49 30 24 0 46 22 20 44 19 31 51 19 45 46 54 49 18 35 29 36 31 9 
21 41 70 61 33 23 39 52 58 14 47 31 10 43 34 31 33 55 34 12 42 41 49 27 17 14 52 26 29 56 25 55 14 20 18 30 38 9 44 36 30 28 23 49 26 28 63 56 17 41 57 44 9 16 12 52 11 18 55 33 46 0 46 36 12 29 18 17 35 4 68 18 34 42 22 21 39 49 48 
59 54 30 38 29 46 12 8 37 43 33 17 39 30 14 19 38 21 20 38 18 8 18 34 30 33 20 41 22 24 42 11 33 29 54 38 9 38 37 34 28 22 38 26 29 20 25 13 35 6 13 22 47 37 47 26 36 41 11 14 22 46 0 11 49 21 29 44 13 46 28 47 34 6 27 26 18 10 29 
49 50 39 38 22 37 11 18 36 34 34 7 29 25 8 10 34 27 12 28 15 6 23 25 21 23 22 35 16 30 33 19 24 19 44 33 6 28 36 27 23 16 28 24 23 10 33 22 26 6 23 19 37 27 38 30 26 33 21 6 20 36 11 0 39 11 20 36 3 36 37 39 30 7 19 16 17 17 26 
12 52 75 56 29 14 44 55 54 25 56 33 12 38 39 32 43 61 33 12 41 43 55 22 19 18 50 36 35 62 17 56 18 20 8 39 42 15 53 31 38 34 17 46 34 30 69 60 14 43 60 41 4 13 23 59 15 28 58 36 44 12 49 39 0 30 21 28 37 9 73 29 44 44 28 25 46 53 43 
39 52 49 36 13 26 20 27 34 31 41 6 21 20 16 3 37 37 6 20 14 14 32 15 13 17 23 35 19 39 22 27 17 11 34 35 16 22 41 18 26 19 18 23 25 5 43 32 16 15 33 16 29 17 34 39 19 31 31 12 19 29 21 11 30 0 14 34 9 29 47 37 34 16 18 11 25 27 23 
