4 750 79 
750 750 750 750 
29 434 15 497
19 728 34 792
29 859 26 908
65 479 30 534
28 736 20 782
26 883 59 925
4 432 48 487
32 738 61 794
9 935 22 997
41 805 34 838
37 444 65 484
76 658 25 684
58 1043 30 1058
14 561 48 633
24 1078 33 1154
41 1037 58 1097
7 489 58 534
27 780 10 819
60 700 42 769
65 829 9 873
27 1077 24 1140
8 1075 46 1134
19 442 53 497
77 913 74 994
23 957 53 1042
25 436 19 511
37 539 68 604
42 636 12 688
50 994 8 1023
7 618 17 679
75 451 22 494
40 451 42 516
28 916 50 1004
20 996 27 1051
68 440 58 516
74 446 65 487
9 557 11 629
75 445 31 510
6 488 19 538
47 836 54 875
11 1056 29 1108
32 752 60 805
36 575 76 630
50 743 35 827
35 811 58 877
13 1071 67 1123
56 468 27 523
43 652 29 734
29 916 62 975
22 587 21 657
20 788 72 804
4 421 61 462
55 629 24 657
30 424 47 482
54 644 63 684
65 953 63 979
68 882 26 948
67 476 32 508
29 585 42 659
49 1037 13 1106
10 528 35 592
51 432 72 464
70 738 9 803
28 740 41 810
66 779 16 841
73 592 57 649
74 519 41 595
11 587 68 657
29 460 20 502
25 782 50 869
71 550 67 582
66 952 78 994
63 1014 59 1056
14 802 55 893
64 721 63 759
19 1041 47 1090
7 427 15 466
33 1005 6 1055
34 997 62 1070
74 520 77 578
57 827 8 869
6 468 62 505
58 694 44 742
70 451 21 493
30 846 58 874
67 705 78 721
59 472 51 526
62 788 66 865
50 884 21 958
72 1024 15 1058
10 870 54 947
25 740 15 774
9 463 63 488
11 610 28 651
68 732 51 781
68 827 45 896
32 791 37 823
16 880 43 976
4 757 10 819
50 497 5 570
32 475 33 530
17 1051 26 1082
47 480 60 528
62 945 16 989
31 949 51 989
4 479 21 550
4 585 29 649
22 424 60 474
78 1069 37 1145
66 767 33 807
16 996 26 1058
12 653 61 714
20 1006 37 1046
23 526 77 581
64 427 17 459
38 476 55 534
42 965 65 1020
9 536 22 594
26 662 67 712
15 482 34 558
12 1013 28 1058
44 944 33 987
63 475 29 521
64 549 51 601
19 1006 78 1062
19 436 55 503
77 435 35 482
38 996 47 1047
23 563 39 625
42 937 31 1030
25 953 43 981
9 1030 60 1072
78 1046 9 1064
8 427 53 492
42 1040 65 1089
55 1050 78 1129
12 660 37 696
68 1055 45 1136
66 1050 70 1109
48 836 42 867
44 483 74 514
46 1008 41 1050
39 470 18 490
34 999 57 1085
78 461 34 515
22 547 53 588
59 847 38 890
53 453 71 523
19 1010 78 1077
14 819 34 900
61 547 42 631
45 728 25 784
37 1002 68 1090
22 953 15 995
7 463 19 532
53 437 29 500
60 568 11 635
29 1064 67 1101
11 425 28 467
43 447 55 479
64 540 49 578
40 814 47 840
47 870 75 932
49 521 36 588
78 627 18 691
18 450 40 526
61 515 14 541
12 578 30 656
43 582 50 661
61 566 69 598
50 534 28 595
63 654 32 700
57 563 5 593
56 494 61 567
77 894 24 930
76 959 50 1041
71 887 72 919
34 882 36 957
69 1002 41 1061
16 764 53 844
62 894 12 926
32 822 14 892
10 426 27 459
23 832 43 907
16 428 5 484
64 951 76 1000
17 923 78 935
36 722 63 805
75 820 58 843
47 513 24 546
4 642 62 681
53 753 46 826
31 1003 6 1051
62 807 58 876
34 951 73 989
55 781 4 843
76 753 52 847
22 766 11 829
38 838 68 893
77 1071 62 1115
69 1039 13 1114
64 953 65 987
4 619 73 672
27 621 46 670
59 1078 22 1145
28 444 35 475
33 1077 39 1160
21 529 54 589
24 671 20 710
52 762 47 821
43 550 23 622
67 1004 38 1067
64 1020 54 1053
69 504 35 561
36 1078 15 1141
30 603 63 634
69 535 41 575
35 1041 21 1108
58 673 42 746
10 518 22 608
77 877 73 907
69 1046 61 1074
54 460 76 487
61 436 57 479
27 547 25 593
47 422 41 465
43 939 29 1030
68 851 9 924
76 458 48 511
33 878 55 914
59 835 32 889
29 479 9 532
32 604 4 640
19 1044 73 1091
37 547 27 601
45 803 43 852
53 743 48 766
72 926 75 960
7 578 63 629
44 420 27 474
14 1076 69 1097
62 527 18 578
68 942 21 973
10 1028 64 1074
34 524 48 608
45 976 32 1040
29 601 60 642
57 1043 54 1082
32 638 57 688
42 471 37 527
16 650 22 700
25 506 9 567
15 489 23 555
34 1077 62 1156
21 555 53 617
53 1055 55 1107
32 1045 10 1125
73 806 68 861
39 427 41 495
29 969 73 1022
17 877 39 957
6 702 29 749
43 1072 56 1137
47 463 13 504
35 588 9 660
20 997 62 1022
8 877 5 967
33 1044 27 1103
76 931 48 985
63 523 50 569
69 443 23 502
75 459 50 531
40 840 44 875
78 1066 4 1089
56 966 63 986
37 755 28 798
49 483 47 508
30 497 26 567
7 1020 47 1068
51 755 4 824
31 1051 20 1120
27 1062 47 1126
69 420 56 505
20 614 40 652
25 567 31 629
32 1059 40 1104
67 1035 65 1084
11 1044 40 1095
60 1062 9 1123
74 750 35 808
8 457 31 488
56 1037 76 1115
9 826 57 892
63 857 30 886
36 581 12 628
61 1050 22 1106
39 724 35 788
54 505 20 530
50 1029 26 1081
71 700 47 757
35 1173 35 1437
54 305 54 558
9 569 9 803
13 764 13 1049
13 902 13 1118
36 918 36 1151
32 990 32 1235
65 747 65 1020
30 487 30 733
66 1055 66 1301
24 304 24 501
11 553 11 770
49 326 49 583
76 1135 76 1405
69 517 69 756
29 896 29 1117
44 1173 44 1357
53 384 53 566
16 417 16 674
9 1188 9 1402
32 845 32 1093
55 941 55 1183
23 369 23 645
9 669 9 866
14 357 14 654
40 350 40 581
16 754 16 993
8 1039 8 1239
55 1194 55 1386
34 1026 34 1272
42 538 42 768
14 493 14 679
67 409 67 687
61 1142 61 1439
19 738 19 923
51 1131 51 1368
29 667 29 905
76 782 76 1050
41 622 41 838
7 998 7 1285
38 1162 38 1406
24 1061 24 1343
28 678 28 962
76 325 76 596
41 1126 41 1415
67 333 67 607
38 794 38 1027
46 473 46 700
76 631 76 819
53 478 53 724
78 926 78 1116
7 998 7 1221
22 810 22 1054
52 623 52 894
55 484 55 771
60 694 60 906
59 301 59 557
30 800 30 1047
73 551 73 792
21 1061 21 1327
9 528 9 767
49 915 49 1206
15 849 15 1069
20 558 20 849
55 458 55 694
5 689 5 909
29 1117 29 1372
64 716 64 1010
30 798 30 1000
11 314 11 500
47 420 47 688
53 1172 53 1362
20 437 20 636
16 1108 16 1297
46 1117 46 1306
23 1131 23 1392
44 1013 44 1288
40 709 40 894
43 635 43 825
47 701 47 932
7 947 7 1163
39 1153 39 1373
23 1083 23 1356
65 481 65 672
12 701 12 993
18 971 18 1160
61 1071 61 1302
63 521 63 809
57 962 57 1203
6 845 6 1073
69 1027 69 1319
45 678 45 944
56 348 56 547
71 510 71 776
59 339 59 614
34 988 34 1262
65 1037 65 1221
13 891 13 1127
56 370 56 610
34 1071 34 1267
56 722 56 1004
58 621 58 845
59 987 59 1240
45 522 45 746
39 585 39 875
63 662 63 897
16 709 16 984
56 610 56 864
71 1101 71 1384
6 521 6 790
18 889 18 1107
50 672 50 911
38 1143 38 1430
31 497 31 693
5 948 5 1136
77 424 77 674
