4 500 79 
500 500 500 500 
7 923 59 999
15 939 33 987
44 561 55 618
48 1013 55 1062
72 875 25 939
30 1039 26 1113
31 448 26 512
30 672 41 710
71 999 24 1072
61 934 69 986
53 516 42 617
71 1035 64 1093
20 530 60 570
49 934 59 983
34 751 64 806
76 856 41 919
53 1076 34 1150
66 1047 67 1107
66 528 41 558
37 440 28 492
44 544 71 613
19 566 46 598
62 462 70 511
4 820 56 875
56 753 22 778
56 1044 76 1108
55 616 28 650
13 620 11 673
18 951 21 1009
38 1035 76 1083
7 710 4 777
42 816 65 906
43 740 17 786
47 675 64 726
31 429 8 505
20 933 72 991
76 793 4 839
14 450 19 522
13 823 65 872
6 991 26 1071
72 504 76 584
22 890 44 947
20 657 57 736
69 813 65 883
69 437 48 491
20 430 38 502
25 453 9 525
76 441 42 524
71 1003 60 1080
8 725 32 765
56 673 72 730
74 794 62 850
29 1019 59 1050
10 440 26 520
38 471 41 533
39 868 67 938
50 805 28 853
63 768 14 821
38 448 10 507
10 1056 23 1109
40 862 27 954
34 793 52 843
27 502 56 569
41 862 54 898
34 528 75 590
35 674 52 749
14 858 77 894
75 1034 7 1097
52 690 76 749
35 555 5 602
57 858 67 901
49 997 16 1046
35 473 25 541
15 682 17 738
76 493 5 522
78 957 5 1021
8 487 49 532
10 819 24 848
68 711 5 756
73 729 38 764
43 1027 49 1070
57 781 31 844
63 438 7 495
22 859 28 884
71 955 13 972
20 795 5 838
31 497 30 556
34 664 40 734
32 795 48 874
28 540 65 582
76 428 38 442
22 952 23 987
76 1075 69 1108
40 860 9 917
36 565 70 628
24 444 74 478
76 1033 55 1079
22 778 53 838
73 911 12 972
75 999 38 1080
34 1054 13 1103
55 548 51 608
18 786 34 845
57 950 6 1008
45 464 28 495
56 479 25 559
70 505 66 530
12 684 44 716
9 847 14 902
71 753 10 814
66 865 55 881
26 744 34 803
28 698 55 732
15 753 49 813
78 1067 20 1114
30 1027 27 1072
67 986 62 1047
33 959 13 1036
26 571 20 649
51 775 69 832
17 1047 64 1117
76 942 37 1012
11 504 69 581
67 951 71 1019
17 859 55 905
